"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence","datasets","ligand.logFC","ligand.pct.1","ligand.pct.2","ligand.pvalues","receptor.logFC","receptor.pct.1","receptor.pct.2","receptor.pvalues"
"Fibroblast 4","keratinocytes_basal","Col1a2","ITGA3_ITGB1",0.0407059560217744,0,"COL1A2_ITGA3_ITGB1","Col1a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-1.23630758208638,94.8096885813149,100,1.8416009101045e-16,0.0626379999676262,43.3856502242152,31.2093628088427,1.45672682852921e-05
"Fibroblast 4","keratinocytes_basal","Col6a1","ITGA3_ITGB1",0.0201306489921592,0,"COL6A1_ITGA3_ITGB1","Col6a1  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.370264383086908,93.7716262975779,95.4198473282443,1.4510016877815e-06,0.0626379999676262,43.3856502242152,31.2093628088427,1.45672682852921e-05
"Fibroblast 4","keratinocytes_basal","Col6a2","ITGA3_ITGB1",0.0172721286940302,0,"COL6A2_ITGA3_ITGB1","Col6a2  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.236332814208222,93.4256055363322,93.8931297709924,0.000673701177627636,0.0626379999676262,43.3856502242152,31.2093628088427,1.45672682852921e-05
"Fibroblast 4","keratinocytes_basal","Col6a3","ITGA3_ITGB1",0.0178149532958894,0,"COL6A3_ITGA3_ITGB1","Col6a3  - (Itga3+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.26007161397233,91.0034602076124,93.1297709923664,0.00134105979313413,0.0626379999676262,43.3856502242152,31.2093628088427,1.45672682852921e-05
"Fibroblast 4","keratinocytes_basal","Lama4","ITGA6_ITGB1",0.0173318723866695,0,"LAMA4_ITGA6_ITGB1","Lama4  - (Itga6+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","Control",-0.195226731550726,51.9031141868512,67.175572519084,0.000113497301474407,NA,NA,NA,NA
"Fibroblast 4","Fibroblast 4","Tnxb","ITGA9_ITGB1",0.0201605206769857,0,"TNXB_ITGA9_ITGB1","Tnxb  - (Itga9+Itgb1)","TENASCIN","ECM-Receptor","KEGG: mmu04512","Control",-0.828489225760759,62.9757785467128,91.6030534351145,4.5283968586686e-24,NA,NA,NA,NA
"Fibroblast 4","Fibroblast 4","Col1a1","ITGA9_ITGB1",0.0492845702119523,0,"COL1A1_ITGA9_ITGB1","Col1a1  - (Itga9+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.998877904900162,93.4256055363322,99.236641221374,1.51023885233956e-10,NA,NA,NA,NA
"keratinocytes_basal","Fibroblast 4","Col1a1","ITGA9_ITGB1",0.00820649380520078,0,"COL1A1_ITGA9_ITGB1","Col1a1  - (Itga9+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.585893774694623,19.9551569506726,66.4499349804941,1.72258784614538e-105,NA,NA,NA,NA
"Fibroblast 4","Fibroblast 4","Col1a2","ITGA9_ITGB1",0.0537823796470244,0,"COL1A2_ITGA9_ITGB1","Col1a2  - (Itga9+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-1.23630758208638,94.8096885813149,100,1.8416009101045e-16,NA,NA,NA,NA
"keratinocytes_basal","Fibroblast 4","Col1a2","ITGA9_ITGB1",0.00845988027210995,0,"COL1A2_ITGA9_ITGB1","Col1a2  - (Itga9+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.591924209448603,20.1793721973094,67.3602080624187,3.80296781764344e-106,NA,NA,NA,NA
"keratinocytes_basal","Fibroblast 4","Col4a1","ITGA9_ITGB1",0.00104190238766961,0,"COL4A1_ITGA9_ITGB1","Col4a1  - (Itga9+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.16454598069403,11.6591928251121,26.2678803641092,1.54548666520435e-16,NA,NA,NA,NA
"Fibroblast 4","Fibroblast 4","Col6a1","ITGA9_ITGB1",0.0267819700831892,0,"COL6A1_ITGA9_ITGB1","Col6a1  - (Itga9+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.370264383086908,93.7716262975779,95.4198473282443,1.4510016877815e-06,NA,NA,NA,NA
"Fibroblast 4","Fibroblast 4","Col6a2","ITGA9_ITGB1",0.0230011430723457,0,"COL6A2_ITGA9_ITGB1","Col6a2  - (Itga9+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.236332814208222,93.4256055363322,93.8931297709924,0.000673701177627636,NA,NA,NA,NA
"Fibroblast 4","Fibroblast 4","Col6a3","ITGA9_ITGB1",0.0237196720657724,0,"COL6A3_ITGA9_ITGB1","Col6a3  - (Itga9+Itgb1)","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.26007161397233,91.0034602076124,93.1297709923664,0.00134105979313413,NA,NA,NA,NA
"Fibroblast 4","Fibroblast 4","Lama4","ITGA9_ITGB1",0.00675179358193315,0,"LAMA4_ITGA9_ITGB1","Lama4  - (Itga9+Itgb1)","LAMININ","ECM-Receptor","KEGG: mmu04512","Control",-0.195226731550726,51.9031141868512,67.175572519084,0.000113497301474407,NA,NA,NA,NA
"Fibroblast 4","Fibroblast 4","Fn1","ITGAV_ITGB1",0.00685143144660862,0,"FN1_ITGAV_ITGB1","Fn1  - (Itgav+Itgb1)","FN1","ECM-Receptor","KEGG: mmu04512","Control",-0.128210677815286,42.2145328719723,49.618320610687,0.0482425056790856,NA,NA,NA,NA
"Fibroblast 4","keratinocytes_basal","Fn1","ITGAV_ITGB1",0.00286716475603586,0,"FN1_ITGAV_ITGB1","Fn1  - (Itgav+Itgb1)","FN1","ECM-Receptor","KEGG: mmu04512","Control",-0.128210677815286,42.2145328719723,49.618320610687,0.0482425056790856,NA,NA,NA,NA
"Fibroblast 4","Fibroblast 4","Fn1","ITGAV_ITGB3",0.00116966040908857,0,"FN1_ITGAV_ITGB3","Fn1  - (Itgav+Itgb3)","FN1","ECM-Receptor","KEGG: mmu04512","Control",-0.128210677815286,42.2145328719723,49.618320610687,0.0482425056790856,0.123489204061955,41.522491349481,25.1908396946565,0.00187532111970317
"Fibroblast 4","Fibroblast 4","Tnxb","ITGAV_ITGB3",0.00754795484874477,0,"TNXB_ITGAV_ITGB3","Tnxb  - (Itgav+Itgb3)","TENASCIN","ECM-Receptor","KEGG: mmu04512","Control",-0.828489225760759,62.9757785467128,91.6030534351145,4.5283968586686e-24,0.123489204061955,41.522491349481,25.1908396946565,0.00187532111970317
"keratinocytes_basal","Fibroblast 4","Thbs1","ITGAV_ITGB3",0.00400518020191743,0,"THBS1_ITGAV_ITGB3","Thbs1  - (Itgav+Itgb3)","THBS","ECM-Receptor","KEGG: mmu04512","Control",-0.23056494842189,58.9686098654709,58.2574772431729,0.0190283697303126,0.123489204061955,41.522491349481,25.1908396946565,0.00187532111970317
"Fibroblast 4","Fibroblast 4","Thbs3","ITGAV_ITGB3",0.000509830525416726,0,"THBS3_ITGAV_ITGB3","Thbs3  - (Itgav+Itgb3)","THBS","ECM-Receptor","KEGG: mmu04512","Control",-0.0744649448037909,24.2214532871972,32.824427480916,0.0189616739839513,0.123489204061955,41.522491349481,25.1908396946565,0.00187532111970317
"Fibroblast 4","keratinocytes_basal","Lama4","ITGA6_ITGB4",0.0112356571824489,0,"LAMA4_ITGA6_ITGB4","Lama4  - (Itga6+Itgb4)","LAMININ","ECM-Receptor","KEGG: mmu04512","Control",-0.195226731550726,51.9031141868512,67.175572519084,0.000113497301474407,0.246261703156235,76.1210762331839,55.6566970091027,4.12533641425225e-20
"Fibroblast 4","keratinocytes_basal","Col1a1","Sdc1",0.0990697293405452,0,"COL1A1_SDC1","Col1a1  - Sdc1","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.998877904900162,93.4256055363322,99.236641221374,1.51023885233956e-10,0.1969794190922,89.4618834080718,80.6241872561769,4.30418626139149e-10
"Fibroblast 4","keratinocytes_basal","Col1a2","Sdc1",0.10759682489372,0,"COL1A2_SDC1","Col1a2  - Sdc1","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-1.23630758208638,94.8096885813149,100,1.8416009101045e-16,0.1969794190922,89.4618834080718,80.6241872561769,4.30418626139149e-10
"Fibroblast 4","Fibroblast 4","Col6a1","Sdc1",0.00915074944619166,0,"COL6A1_SDC1","Col6a1  - Sdc1","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.370264383086908,93.7716262975779,95.4198473282443,1.4510016877815e-06,0.208911711241058,59.8615916955017,39.6946564885496,0.000176095855529098
"Fibroblast 4","keratinocytes_basal","Col6a1","Sdc1",0.0551546905166138,0,"COL6A1_SDC1","Col6a1  - Sdc1","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.370264383086908,93.7716262975779,95.4198473282443,1.4510016877815e-06,0.1969794190922,89.4618834080718,80.6241872561769,4.30418626139149e-10
"Fibroblast 4","Fibroblast 4","Col6a2","Sdc1",0.00783888459166065,0,"COL6A2_SDC1","Col6a2  - Sdc1","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.236332814208222,93.4256055363322,93.8931297709924,0.000673701177627636,0.208911711241058,59.8615916955017,39.6946564885496,0.000176095855529098
"Fibroblast 4","keratinocytes_basal","Col6a2","Sdc1",0.0475642255103876,0,"COL6A2_SDC1","Col6a2  - Sdc1","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.236332814208222,93.4256055363322,93.8931297709924,0.000673701177627636,0.1969794190922,89.4618834080718,80.6241872561769,4.30418626139149e-10
"Fibroblast 4","Fibroblast 4","Col6a3","Sdc1",0.00808768316915146,0,"COL6A3_SDC1","Col6a3  - Sdc1","COLLAGEN","ECM-Receptor","KEGG: mmu04512","Control",-0.26007161397233,91.0034602076124,93.1297709923664,0.00134105979313413,0.208911711241058,59.8615916955017,39.6946564885496,0.000176095855529098
