embryonic_score,celltype,condition,x_group,color_cond
0.4360531097671538,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.45452870695812936,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48760663308767077,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.41105600721282926,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4493367327413889,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.446533320183925,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5366988920606865,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4600407930421997,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.43102322577836977,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.34756620795850857,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4076726574534923,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4626118222781788,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4698482013554487,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48486889691464563,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4981581276441397,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.513191108062953,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.49872085757950585,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5435853760790682,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.41225403056657833,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3762015711092094,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4676551019999587,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4352634468687636,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.40833153864073346,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.49348063728954195,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5601474351465714,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.43537766276467715,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4713602123383094,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.45704623196052363,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4416007876964666,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4409492302059559,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.39133496475298823,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4258201594375462,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.43466270244297034,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4285353048199221,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.30832112648663573,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.506579163606894,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.515393612074847,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4576306941225992,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5131946036164602,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.513967048175202,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.44232350633570994,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4736024491549181,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.36713488201320904,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48210119919338934,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.448209238576365,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3779589190118272,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3438540946490632,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5330903846001985,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4934945150996649,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.44153036093430087,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4999415310443053,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4065897544340403,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.541853195845327,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.44052619941991417,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.503017104020535,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.49995286875484946,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5444556083418189,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48877840716389487,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5301560092066275,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4789277198723483,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3916853648262253,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.41794680896547853,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4695212549869633,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.524823157737395,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4618387422002057,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.2966500210509912,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5008976378926295,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4571942703718469,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4907323903323653,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4614751520380301,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4715365272030009,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.42692809250254415,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4094975728749389,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5208862331579415,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3948928367144929,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5781064433921009,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5024080401062101,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.44972929419656527,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.43552138700095694,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4704142251549581,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4771211668833543,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3881045742299877,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.46562212620339105,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5407197874363048,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.41747934324425484,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.49106250203745805,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.35938342982447796,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.44101993696041525,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.49381638917837944,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48375985890830825,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5056335564695797,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4777893562324804,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5342151614953788,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3587080409559945,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4573681914606159,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.45402950007663884,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.40820869716301805,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5559443430907494,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.40467180920022916,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5214678946061424,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5146634404203987,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.40856416873508733,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5071207980211905,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.43857620732803554,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.42755095631953177,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5253139604999147,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4688424484724329,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.44909437726499535,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.46507342672931334,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.47457628291646353,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3793687308301774,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3796194876572563,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4544294413851921,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.43569438348240613,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.46865248596077513,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4242188435680462,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.44646616276680323,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3747511058335183,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.39973033950112796,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4364954315476612,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3895029103189936,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48325384639492425,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3534576258618827,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4585462412398162,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.2661271301908609,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4758467542761815,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4639215506929939,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4464900851027243,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4284462985126354,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3920982518236642,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5070785852282369,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4235720605788922,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5198590086625123,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5871659847752276,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4151060882258311,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.45078322117738445,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.47551385846692645,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4822169376462667,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.40424251773904624,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5491723343961693,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5511285792538024,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48127171648702954,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5396482229183355,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.45288713586891494,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5502652443718322,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5209518079067597,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.42518279692356997,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.44061306070149403,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5342375035358122,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4837420813750113,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3507803553692562,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.40284541907360905,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.47966752990558137,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3746759994826376,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5080338983695932,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4177099817550061,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4007230063036421,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.41245619923945365,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5437651232221723,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4382929706039603,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3117374006505084,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.42451777567933663,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.39757941932369756,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4577775785543848,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4972841795514585,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4316401670465029,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48553428752724365,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.41396973198833936,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3573059360441666,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4212030121678513,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4495924875100025,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4843608947950059,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.42562623669590516,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.40637128491038826,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.47032513144894694,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4722404483935162,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4214596654428082,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3400915000736775,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5195415507899314,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.49858296097943877,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4315241561152493,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4226594075063143,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4794745297939135,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.49132825941211977,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.509840271420037,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4176383203375569,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.39517592316021843,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5701238793158171,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.45369334085437985,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.46874068630154436,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4731545864534704,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4690585064240419,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4182555831222645,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4266213336575212,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.39527132025205963,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4491269706616925,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4270100586646181,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.392653564336066,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4572484828910218,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.40253883660791223,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4330869544573204,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.36386960634867876,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5295172862781174,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4464585816195316,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3429200051608433,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4783517005852389,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5388532516349778,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.41458115092259135,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5067715459954509,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3883832223232964,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4924681883196403,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3977851179559127,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3757294024665796,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.36163915214562303,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4858399857234935,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.38756254118259537,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4432671151664429,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4444206193500403,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.401912071090404,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4080280962016061,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4794953298993855,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5201803014012953,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48413011075153706,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4016441093696343,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4681434259606475,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3573655024272833,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5463126311281423,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.45463611366292533,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5013131824440415,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5144213617725439,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.47731796587351416,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.2832623714484196,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5334763436947229,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.49159683411036836,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4307072188828018,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4675499194147378,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48494631873851934,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5236589023242866,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5003247523045802,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4306887603512992,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4162755266601259,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.36489760240479274,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5726690946860158,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.43930476981773425,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.47646073901551955,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.37450961406216593,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.41868410895480274,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5177188163819018,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5102917487112635,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4660638334245422,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.45199815361375706,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.45768864105876345,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.49212232783897125,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.42351783738204507,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3424996762213409,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5038902406101278,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4971109817761146,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4201391513926494,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5555618748041002,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4378511771704926,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4456789794611827,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.47467786475333246,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4618400923325367,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4412677016664584,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.40007855697907085,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5277141521215785,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4427918662131141,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.40559532542014154,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.366557111983326,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4098214152045649,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5105287333185338,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5377347148505331,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4109353427938374,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.47731145407534137,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5295701371963504,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.32846280635206526,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4808341375703315,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.43763188111591755,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.36475481543085175,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4038530073298376,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.38597481047590565,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4108943931299598,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.35297700643489993,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4870018232370496,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4831873241015645,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.46613536433710884,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.39776633869877454,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4874126371842016,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.357887754493696,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3681561511358284,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4527202699531936,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4391799043279304,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.43954686309795477,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.39596623265098146,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4917100664740302,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.40529377332446537,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3982838941712906,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48070420611826636,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5265618655880828,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4158224255717841,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4115192022606369,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.1967435849051542,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.45335287338911734,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3398764042989757,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5394121300944297,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4691908700125558,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.39473752997214684,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.431027859492641,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5001282056238601,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4438811113743918,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5441924875612554,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4367717526993662,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3489586523452686,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3691214210087893,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.37433494197711786,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.41360511914244735,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4524448963460303,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.44241560639965316,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5477031650025148,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4837858305663556,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.41387811874715513,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.33861774679488865,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4501864500320628,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4825842796260827,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3950937323715587,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4625946264802828,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4531239678250194,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3784689384205767,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4117559768736869,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4440022554976946,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.38270137271964155,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.443857190620348,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5200399275812746,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48133530953897863,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4862062282985408,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4980007628793418,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4521947505190836,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.43180370904241094,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.45487795226089,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.36116837199585045,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.42623372308302787,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4359097545037694,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4477298063483447,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3911459426674239,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5111410816057376,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48039420679746114,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4677928147067822,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3589876021880123,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.505988229589049,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.495885360594387,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3966410733989579,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5284813365426124,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4888838701368787,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3540844510952615,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48689890827303134,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.43792640334858385,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.44246721633509334,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3999791525963948,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4863115761899464,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4445193648807938,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4629742351281255,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4061895422289882,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3975106448324394,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.344687778426235,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5184788439942671,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4816220038515044,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.3894892800726783,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4461024935107595,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.41870177180199064,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.39165713741105546,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.4840720451745705,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.36935046973278873,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.451829842653063,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.2396089149267872,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.5161995212492447,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.41616482530024795,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.42571247392686457,Embryonic fibroblasts,Embryonic,EMB,Embryonic
0.48745802559596535,Embryonic fibroblasts,Embryonic,EMB,Embryonic
