embryonic_score,celltype,condition,x_group,color_cond
-0.038688769126066155,All fibroblasts,Expanded,EXP,Expanded
0.14206948901819857,All fibroblasts,Expanded,EXP,Expanded
0.08236034428758243,All fibroblasts,Expanded,EXP,Expanded
-0.03170186515841413,All fibroblasts,Expanded,EXP,Expanded
0.11312558664971661,All fibroblasts,Expanded,EXP,Expanded
0.13512919139652718,All fibroblasts,Expanded,EXP,Expanded
-0.03079752124280738,All fibroblasts,Expanded,EXP,Expanded
0.21215276632362312,All fibroblasts,Expanded,EXP,Expanded
0.26293371907839413,All fibroblasts,Expanded,EXP,Expanded
-0.002119388062947064,All fibroblasts,Expanded,EXP,Expanded
0.17148876723093687,All fibroblasts,Expanded,EXP,Expanded
0.02959730184801032,All fibroblasts,Expanded,EXP,Expanded
0.06680521856443579,All fibroblasts,Expanded,EXP,Expanded
0.12890008988919288,All fibroblasts,Expanded,EXP,Expanded
-0.017724726101125247,All fibroblasts,Expanded,EXP,Expanded
0.09344999210540605,All fibroblasts,Expanded,EXP,Expanded
0.019623655977861032,All fibroblasts,Expanded,EXP,Expanded
0.14964261959705258,All fibroblasts,Expanded,EXP,Expanded
0.13555843882776974,All fibroblasts,Expanded,EXP,Expanded
-0.0034352121282382637,All fibroblasts,Expanded,EXP,Expanded
0.13770089223253557,All fibroblasts,Expanded,EXP,Expanded
0.01175651418685747,All fibroblasts,Expanded,EXP,Expanded
0.09252358915401925,All fibroblasts,Expanded,EXP,Expanded
0.09740249510235548,All fibroblasts,Expanded,EXP,Expanded
0.1307868670372216,All fibroblasts,Expanded,EXP,Expanded
0.055084901139204584,All fibroblasts,Expanded,EXP,Expanded
0.12353335505077108,All fibroblasts,Expanded,EXP,Expanded
0.02659248871571826,All fibroblasts,Expanded,EXP,Expanded
0.052856137092360186,All fibroblasts,Expanded,EXP,Expanded
0.33621591249678856,All fibroblasts,Expanded,EXP,Expanded
0.037490209050746424,All fibroblasts,Expanded,EXP,Expanded
0.09215297031438571,All fibroblasts,Expanded,EXP,Expanded
0.010393624157750678,All fibroblasts,Expanded,EXP,Expanded
0.035967330377695034,All fibroblasts,Expanded,EXP,Expanded
0.13022862301174978,All fibroblasts,Expanded,EXP,Expanded
0.05083596916434173,All fibroblasts,Expanded,EXP,Expanded
0.016193360346842815,All fibroblasts,Expanded,EXP,Expanded
-0.07188151850262887,All fibroblasts,Control,CTRL,Control
-0.03426390699608818,All fibroblasts,Control,CTRL,Control
-0.0682577897253903,All fibroblasts,Control,CTRL,Control
-0.0659194463365674,All fibroblasts,Control,CTRL,Control
-0.13190126569150706,All fibroblasts,Control,CTRL,Control
-0.041923257441900154,All fibroblasts,Control,CTRL,Control
-0.07066824250614603,All fibroblasts,Control,CTRL,Control
-0.10750471290610816,All fibroblasts,Control,CTRL,Control
-0.021973002982451667,All fibroblasts,Control,CTRL,Control
0.051640838061731115,All fibroblasts,Control,CTRL,Control
-0.08041146451190549,All fibroblasts,Control,CTRL,Control
0.029105789569908624,All fibroblasts,Control,CTRL,Control
-0.23295262778147488,All fibroblasts,Control,CTRL,Control
-0.06149357417023397,All fibroblasts,Control,CTRL,Control
-0.1879640414109577,All fibroblasts,Control,CTRL,Control
-0.04814735959009525,All fibroblasts,Control,CTRL,Control
-0.13870261149124938,All fibroblasts,Control,CTRL,Control
-0.2739210102189874,All fibroblasts,Control,CTRL,Control
-0.04144054881882053,All fibroblasts,Control,CTRL,Control
-0.07722690138508241,All fibroblasts,Control,CTRL,Control
0.018312914567765702,All fibroblasts,Control,CTRL,Control
0.044297203594447915,All fibroblasts,Control,CTRL,Control
-0.28386717121214167,All fibroblasts,Control,CTRL,Control
-0.1215585635050834,All fibroblasts,Control,CTRL,Control
-0.03684841685197928,All fibroblasts,Control,CTRL,Control
-0.07539878227496752,All fibroblasts,Control,CTRL,Control
-0.2128089372169595,All fibroblasts,Control,CTRL,Control
-0.05134348495761986,All fibroblasts,Control,CTRL,Control
0.0050079013894767654,All fibroblasts,Control,CTRL,Control
-0.17274050049982703,All fibroblasts,Control,CTRL,Control
-0.20148379234312244,All fibroblasts,Control,CTRL,Control
-0.07332452953019605,All fibroblasts,Control,CTRL,Control
-0.08577238636552925,All fibroblasts,Control,CTRL,Control
-0.07815780501333504,All fibroblasts,Control,CTRL,Control
-0.042939485753164724,All fibroblasts,Control,CTRL,Control
-0.29960071027137525,All fibroblasts,Control,CTRL,Control
-0.011514588876433057,All fibroblasts,Control,CTRL,Control
-0.12112131722395433,All fibroblasts,Control,CTRL,Control
0.014535083459586106,All fibroblasts,Control,CTRL,Control
-0.07827415443030346,All fibroblasts,Control,CTRL,Control
-0.045833500357057494,All fibroblasts,Control,CTRL,Control
-0.07000373095975089,All fibroblasts,Control,CTRL,Control
0.003851567946077288,All fibroblasts,Control,CTRL,Control
-0.16817065615178015,All fibroblasts,Control,CTRL,Control
-0.16201930627663408,All fibroblasts,Control,CTRL,Control
-0.13730661235044955,All fibroblasts,Control,CTRL,Control
-0.07808583829040927,All fibroblasts,Control,CTRL,Control
-0.1340016094702802,All fibroblasts,Control,CTRL,Control
0.0014029528126654322,All fibroblasts,Control,CTRL,Control
-0.12949055801852433,All fibroblasts,Control,CTRL,Control
-0.11982318765533412,All fibroblasts,Control,CTRL,Control
-0.009190439386509125,All fibroblasts,Control,CTRL,Control
0.00838734420401585,All fibroblasts,Control,CTRL,Control
-0.18320550853508094,All fibroblasts,Control,CTRL,Control
0.03850708951573255,All fibroblasts,Control,CTRL,Control
-0.1488788468241507,All fibroblasts,Control,CTRL,Control
-0.025921690150868613,All fibroblasts,Control,CTRL,Control
-0.01697909342345861,All fibroblasts,Control,CTRL,Control
-0.08070316537945131,All fibroblasts,Control,CTRL,Control
-0.016076509497538038,All fibroblasts,Control,CTRL,Control
0.01713524390697797,All fibroblasts,Control,CTRL,Control
-0.019237019965409538,All fibroblasts,Control,CTRL,Control
-0.0800140478325834,All fibroblasts,Control,CTRL,Control
-0.11078138030288956,All fibroblasts,Control,CTRL,Control
-0.08023013540359038,All fibroblasts,Control,CTRL,Control
-0.048053099164069156,All fibroblasts,Control,CTRL,Control
-0.044924295151440766,All fibroblasts,Control,CTRL,Control
-0.150679985025803,All fibroblasts,Control,CTRL,Control
0.1392912939633693,All fibroblasts,Control,CTRL,Control
0.07667232272394198,All fibroblasts,Control,CTRL,Control
-0.06767640569260086,All fibroblasts,Control,CTRL,Control
-0.05313582356755417,All fibroblasts,Control,CTRL,Control
0.10029708161305129,All fibroblasts,Control,CTRL,Control
-0.10888620681050384,All fibroblasts,Control,CTRL,Control
-0.01894512821336683,All fibroblasts,Control,CTRL,Control
-0.09254368672803717,All fibroblasts,Control,CTRL,Control
-0.2679513664784857,All fibroblasts,Control,CTRL,Control
-0.10237495900082628,All fibroblasts,Control,CTRL,Control
-0.06532522736503804,All fibroblasts,Control,CTRL,Control
-0.16431960509085,All fibroblasts,Control,CTRL,Control
-0.20110457489514036,All fibroblasts,Control,CTRL,Control
-0.07966338794119054,All fibroblasts,Control,CTRL,Control
-0.05516078873577558,All fibroblasts,Control,CTRL,Control
-0.05952148801100165,All fibroblasts,Control,CTRL,Control
-0.02994610911944723,All fibroblasts,Control,CTRL,Control
-0.08138767177254086,All fibroblasts,Control,CTRL,Control
-0.18439427968487435,All fibroblasts,Control,CTRL,Control
-0.035061942297231,All fibroblasts,Control,CTRL,Control
-0.1523105528781868,All fibroblasts,Control,CTRL,Control
-0.11587798883589365,All fibroblasts,Control,CTRL,Control
0.003890745543901863,All fibroblasts,Control,CTRL,Control
-0.1868744238223684,All fibroblasts,Control,CTRL,Control
-0.1497695358839185,All fibroblasts,Control,CTRL,Control
-0.20753108637120632,All fibroblasts,Control,CTRL,Control
-0.11298689105220931,All fibroblasts,Control,CTRL,Control
-0.003768732987037355,All fibroblasts,Control,CTRL,Control
-0.06827612395968755,All fibroblasts,Control,CTRL,Control
-0.16160618566903057,All fibroblasts,Control,CTRL,Control
-0.06983037461062394,All fibroblasts,Control,CTRL,Control
-0.06921566505789559,All fibroblasts,Control,CTRL,Control
-0.05725706661159853,All fibroblasts,Control,CTRL,Control
-0.11580683625949512,All fibroblasts,Control,CTRL,Control
-0.12617987370953973,All fibroblasts,Control,CTRL,Control
-0.07048001384093405,All fibroblasts,Control,CTRL,Control
-0.03994576068390177,All fibroblasts,Control,CTRL,Control
-0.06958434428569016,All fibroblasts,Control,CTRL,Control
0.00013397666090292706,All fibroblasts,Control,CTRL,Control
-0.04391229699017453,All fibroblasts,Control,CTRL,Control
0.042183385386161405,All fibroblasts,Control,CTRL,Control
-0.1012357032427882,All fibroblasts,Control,CTRL,Control
-0.16788394568225268,All fibroblasts,Control,CTRL,Control
-0.15012262622452094,All fibroblasts,Control,CTRL,Control
0.01965929584969952,All fibroblasts,Control,CTRL,Control
-0.11376821142902187,All fibroblasts,Control,CTRL,Control
-0.09871249889587613,All fibroblasts,Control,CTRL,Control
-0.020628080824779557,All fibroblasts,Control,CTRL,Control
-0.0847979245114169,All fibroblasts,Control,CTRL,Control
-0.0624239440358875,All fibroblasts,Control,CTRL,Control
-0.051620145771234145,All fibroblasts,Control,CTRL,Control
-0.14241790696117346,All fibroblasts,Control,CTRL,Control
-0.09952001864485793,All fibroblasts,Control,CTRL,Control
-0.012852575621070712,All fibroblasts,Control,CTRL,Control
-0.16592019003370162,All fibroblasts,Control,CTRL,Control
-0.07036749706357859,All fibroblasts,Control,CTRL,Control
-0.15792535676465144,All fibroblasts,Control,CTRL,Control
-0.03797825683189374,All fibroblasts,Control,CTRL,Control
-0.20776326309786056,All fibroblasts,Control,CTRL,Control
-0.21990223245616486,All fibroblasts,Control,CTRL,Control
-0.15884626010444727,All fibroblasts,Control,CTRL,Control
-0.06372218798091579,All fibroblasts,Control,CTRL,Control
-0.12232949004898101,All fibroblasts,Control,CTRL,Control
-0.1314826587095303,All fibroblasts,Control,CTRL,Control
0.005216783404184348,All fibroblasts,Control,CTRL,Control
0.056879131515879235,All fibroblasts,Control,CTRL,Control
-0.1292672775148334,All fibroblasts,Control,CTRL,Control
-0.04010613410259076,All fibroblasts,Control,CTRL,Control
-0.030079249433024032,All fibroblasts,Control,CTRL,Control
-0.08334134846923197,All fibroblasts,Control,CTRL,Control
-0.2140464982716014,All fibroblasts,Control,CTRL,Control
0.07781778292998155,All fibroblasts,Control,CTRL,Control
-0.11947304927462388,All fibroblasts,Control,CTRL,Control
-0.05265131730340046,All fibroblasts,Control,CTRL,Control
-0.19689483592672588,All fibroblasts,Control,CTRL,Control
-0.12608990465492784,All fibroblasts,Control,CTRL,Control
-0.16755886132587663,All fibroblasts,Control,CTRL,Control
-0.11146572143492196,All fibroblasts,Control,CTRL,Control
-0.20021546105630977,All fibroblasts,Control,CTRL,Control
-0.028291690521356355,All fibroblasts,Control,CTRL,Control
0.0036216384878434912,All fibroblasts,Control,CTRL,Control
-0.0020419907554598965,All fibroblasts,Control,CTRL,Control
-0.07905335455063574,All fibroblasts,Control,CTRL,Control
-0.15993410798828797,All fibroblasts,Control,CTRL,Control
-0.0889260310800835,All fibroblasts,Control,CTRL,Control
-0.14179446904766135,All fibroblasts,Control,CTRL,Control
-0.08876169723842779,All fibroblasts,Control,CTRL,Control
-0.30608238325594167,All fibroblasts,Control,CTRL,Control
-0.0014626522090956384,All fibroblasts,Control,CTRL,Control
-0.16717881885368102,All fibroblasts,Control,CTRL,Control
-0.018185592589713088,All fibroblasts,Control,CTRL,Control
-0.16105013569533772,All fibroblasts,Control,CTRL,Control
-0.08691104768713198,All fibroblasts,Control,CTRL,Control
-0.13148911811072553,All fibroblasts,Control,CTRL,Control
-0.06759914485106448,All fibroblasts,Control,CTRL,Control
-0.012475136003408785,All fibroblasts,Control,CTRL,Control
-0.0869133946497117,All fibroblasts,Control,CTRL,Control
-0.07833817331116555,All fibroblasts,Control,CTRL,Control
0.055137853485607,All fibroblasts,Control,CTRL,Control
-0.0713017246871839,All fibroblasts,Control,CTRL,Control
-0.14053817939160493,All fibroblasts,Control,CTRL,Control
0.012306227552137507,All fibroblasts,Control,CTRL,Control
-0.08307330258468991,All fibroblasts,Control,CTRL,Control
-0.09280511451232822,All fibroblasts,Control,CTRL,Control
-0.142589909566148,All fibroblasts,Control,CTRL,Control
-0.040407189788557486,All fibroblasts,Control,CTRL,Control
-0.022812389265744942,All fibroblasts,Control,CTRL,Control
-0.11258100448456292,All fibroblasts,Control,CTRL,Control
-0.27505014419272866,All fibroblasts,Control,CTRL,Control
-0.026920376505364024,All fibroblasts,Control,CTRL,Control
-0.04986339615017036,All fibroblasts,Control,CTRL,Control
-0.07190937885201212,All fibroblasts,Control,CTRL,Control
-0.09719585489054412,All fibroblasts,Control,CTRL,Control
-0.03382832057305257,All fibroblasts,Control,CTRL,Control
-0.05783536239720316,All fibroblasts,Control,CTRL,Control
-0.02793381154850962,All fibroblasts,Control,CTRL,Control
-0.29865711995763866,All fibroblasts,Control,CTRL,Control
-0.018816657616929397,All fibroblasts,Control,CTRL,Control
-0.014107579026240942,All fibroblasts,Control,CTRL,Control
-0.16360693813318417,All fibroblasts,Control,CTRL,Control
-0.16361442150473116,All fibroblasts,Control,CTRL,Control
-0.04829302162477409,All fibroblasts,Control,CTRL,Control
-0.12856759817178842,All fibroblasts,Control,CTRL,Control
-0.2082963300351325,All fibroblasts,Control,CTRL,Control
0.007300902970527108,All fibroblasts,Control,CTRL,Control
-0.1356019458770981,All fibroblasts,Control,CTRL,Control
-0.04999559328570622,All fibroblasts,Control,CTRL,Control
-0.07450839914913837,All fibroblasts,Control,CTRL,Control
-0.14443091087027027,All fibroblasts,Control,CTRL,Control
-0.194646898670124,All fibroblasts,Control,CTRL,Control
-0.1922058888429529,All fibroblasts,Control,CTRL,Control
-0.11185968168622967,All fibroblasts,Control,CTRL,Control
-0.06619903880020941,All fibroblasts,Control,CTRL,Control
0.0062577099806327766,All fibroblasts,Control,CTRL,Control
-0.10820803363264972,All fibroblasts,Control,CTRL,Control
-0.0923865494241634,All fibroblasts,Control,CTRL,Control
-0.1113867743753189,All fibroblasts,Control,CTRL,Control
-0.11015419805799406,All fibroblasts,Control,CTRL,Control
-0.06240415725175312,All fibroblasts,Control,CTRL,Control
-0.09620859095172113,All fibroblasts,Control,CTRL,Control
-0.06371003129571111,All fibroblasts,Control,CTRL,Control
-0.15152974934210045,All fibroblasts,Control,CTRL,Control
-0.09945736392438277,All fibroblasts,Control,CTRL,Control
-0.10187889239681265,All fibroblasts,Control,CTRL,Control
-0.1258852698907259,All fibroblasts,Control,CTRL,Control
-0.13591617013753643,All fibroblasts,Control,CTRL,Control
-0.04212334645911486,All fibroblasts,Control,CTRL,Control
-0.15641708516858024,All fibroblasts,Control,CTRL,Control
-0.0765077838198178,All fibroblasts,Control,CTRL,Control
-0.08753870077297389,All fibroblasts,Control,CTRL,Control
-0.12902578110344964,All fibroblasts,Control,CTRL,Control
-0.11029980369694979,All fibroblasts,Control,CTRL,Control
-0.07915567205148008,All fibroblasts,Control,CTRL,Control
0.11464663566282793,All fibroblasts,Control,CTRL,Control
-0.0982704235809233,All fibroblasts,Control,CTRL,Control
-0.12029640102232217,All fibroblasts,Control,CTRL,Control
-0.23685471091987897,All fibroblasts,Control,CTRL,Control
-0.14946961433247263,All fibroblasts,Control,CTRL,Control
-0.13687577327944675,All fibroblasts,Control,CTRL,Control
-0.09674758766909239,All fibroblasts,Control,CTRL,Control
-0.1350233846479853,All fibroblasts,Control,CTRL,Control
-0.03351024992904667,All fibroblasts,Control,CTRL,Control
-0.10894933719107079,All fibroblasts,Control,CTRL,Control
0.052042664770551146,All fibroblasts,Control,CTRL,Control
0.004831709208056145,All fibroblasts,Control,CTRL,Control
-0.06932854041310504,All fibroblasts,Control,CTRL,Control
-0.02911367916564213,All fibroblasts,Control,CTRL,Control
-0.03341053031073609,All fibroblasts,Control,CTRL,Control
-0.12940276985981067,All fibroblasts,Control,CTRL,Control
-0.08655730274794585,All fibroblasts,Control,CTRL,Control
-0.1244752298176691,All fibroblasts,Control,CTRL,Control
-0.10171074345631133,All fibroblasts,Control,CTRL,Control
0.010992655522577562,All fibroblasts,Control,CTRL,Control
-0.0674814680679838,All fibroblasts,Control,CTRL,Control
-0.06497740382203475,All fibroblasts,Control,CTRL,Control
-0.06081579096949068,All fibroblasts,Control,CTRL,Control
-0.28761390364944434,All fibroblasts,Control,CTRL,Control
-0.0772106393190025,All fibroblasts,Control,CTRL,Control
-0.1096476600076304,All fibroblasts,Control,CTRL,Control
-0.10977822587603804,All fibroblasts,Control,CTRL,Control
-0.07239239416147614,All fibroblasts,Control,CTRL,Control
-0.05781589806369147,All fibroblasts,Control,CTRL,Control
0.09782012916533037,All fibroblasts,Control,CTRL,Control
-0.10823627522435146,All fibroblasts,Control,CTRL,Control
-0.05515907120162494,All fibroblasts,Control,CTRL,Control
0.1326988325284047,All fibroblasts,Control,CTRL,Control
-0.037338174195311685,All fibroblasts,Control,CTRL,Control
-0.10579241033131133,All fibroblasts,Control,CTRL,Control
-0.018241471826702868,All fibroblasts,Control,CTRL,Control
-0.11305920873016079,All fibroblasts,Control,CTRL,Control
-0.004394684023507699,All fibroblasts,Control,CTRL,Control
-0.20005809033190225,All fibroblasts,Control,CTRL,Control
-0.02293720013875375,All fibroblasts,Control,CTRL,Control
-0.19598291249601457,All fibroblasts,Control,CTRL,Control
-0.09663574697021178,All fibroblasts,Control,CTRL,Control
-0.05711381709529289,All fibroblasts,Control,CTRL,Control
0.16069972097391558,All fibroblasts,Control,CTRL,Control
-0.09842094777807092,All fibroblasts,Control,CTRL,Control
-0.08509479861467709,All fibroblasts,Control,CTRL,Control
-0.0022722460159567,All fibroblasts,Control,CTRL,Control
-0.12247653549753001,All fibroblasts,Control,CTRL,Control
-0.08627966270513679,All fibroblasts,Control,CTRL,Control
-0.14404739864952276,All fibroblasts,Control,CTRL,Control
-0.09527799680334725,All fibroblasts,Control,CTRL,Control
-0.15152523341214116,All fibroblasts,Control,CTRL,Control
-0.041000339537578465,All fibroblasts,Control,CTRL,Control
-0.17371012401804803,All fibroblasts,Control,CTRL,Control
-0.11321377780392246,All fibroblasts,Control,CTRL,Control
-0.04398955032129699,All fibroblasts,Control,CTRL,Control
-0.055934047006710445,All fibroblasts,Control,CTRL,Control
-0.018745097182084544,All fibroblasts,Control,CTRL,Control
-0.11690376416884149,All fibroblasts,Control,CTRL,Control
0.0005332430313457065,All fibroblasts,Control,CTRL,Control
-0.20103967835886455,All fibroblasts,Control,CTRL,Control
-0.10627567290445189,All fibroblasts,Control,CTRL,Control
-0.1018394876085604,All fibroblasts,Control,CTRL,Control
-0.21100447907585154,All fibroblasts,Control,CTRL,Control
-0.12009677810889689,All fibroblasts,Control,CTRL,Control
-0.014592276062499437,All fibroblasts,Control,CTRL,Control
0.07267314095207306,All fibroblasts,Control,CTRL,Control
-0.03671622584459659,All fibroblasts,Control,CTRL,Control
-0.009922845746419794,All fibroblasts,Control,CTRL,Control
-0.13269267058135611,All fibroblasts,Control,CTRL,Control
-0.07679239795222352,All fibroblasts,Control,CTRL,Control
-0.06828375070876605,All fibroblasts,Control,CTRL,Control
-0.08767907048328255,All fibroblasts,Control,CTRL,Control
-0.1398011408101947,All fibroblasts,Control,CTRL,Control
-0.006339081588156577,All fibroblasts,Control,CTRL,Control
-0.21341431140472572,All fibroblasts,Control,CTRL,Control
-0.01123916938414754,All fibroblasts,Control,CTRL,Control
-0.10424974838270912,All fibroblasts,Control,CTRL,Control
-0.007612054201226411,All fibroblasts,Control,CTRL,Control
-0.10085407700642046,All fibroblasts,Control,CTRL,Control
-0.14211723528428022,All fibroblasts,Control,CTRL,Control
-0.1099078177735202,All fibroblasts,Control,CTRL,Control
-0.08405038792764807,All fibroblasts,Control,CTRL,Control
-0.1368643024818799,All fibroblasts,Control,CTRL,Control
-0.20124371357802934,All fibroblasts,Control,CTRL,Control
-0.16607605101394893,All fibroblasts,Control,CTRL,Control
-0.15477123915756502,All fibroblasts,Control,CTRL,Control
-0.21346822807276922,All fibroblasts,Control,CTRL,Control
-0.09114728683295976,All fibroblasts,Control,CTRL,Control
-0.12726231014352013,All fibroblasts,Control,CTRL,Control
-0.010202566025036858,All fibroblasts,Control,CTRL,Control
-0.10391753792507144,All fibroblasts,Control,CTRL,Control
-0.044066763341689685,All fibroblasts,Control,CTRL,Control
0.019765764090669727,All fibroblasts,Control,CTRL,Control
-0.09807395249957655,All fibroblasts,Control,CTRL,Control
-0.10114825228229635,All fibroblasts,Control,CTRL,Control
-0.09552216197570951,All fibroblasts,Control,CTRL,Control
-0.10282382179384193,All fibroblasts,Control,CTRL,Control
-0.19465600657182724,All fibroblasts,Control,CTRL,Control
-0.08933293046356222,All fibroblasts,Control,CTRL,Control
-0.0606517933997821,All fibroblasts,Control,CTRL,Control
-0.17714832900577,All fibroblasts,Control,CTRL,Control
-0.06366730666146381,All fibroblasts,Control,CTRL,Control
-0.23319455202725145,All fibroblasts,Control,CTRL,Control
-0.10978590681440503,All fibroblasts,Control,CTRL,Control
-0.0029668496384863026,All fibroblasts,Control,CTRL,Control
-0.14144854753992075,All fibroblasts,Control,CTRL,Control
-0.04709088649806794,All fibroblasts,Control,CTRL,Control
-0.14299572556967544,All fibroblasts,Control,CTRL,Control
-0.15380159356745066,All fibroblasts,Control,CTRL,Control
-0.13202817082185814,All fibroblasts,Control,CTRL,Control
-0.14675317594203952,All fibroblasts,Control,CTRL,Control
-0.10331853734338012,All fibroblasts,Control,CTRL,Control
-0.19247270245335957,All fibroblasts,Control,CTRL,Control
-0.02439713899005823,All fibroblasts,Control,CTRL,Control
-0.04288428037127324,All fibroblasts,Control,CTRL,Control
-0.16003440168121036,All fibroblasts,Control,CTRL,Control
-0.028278188034605387,All fibroblasts,Control,CTRL,Control
-0.05040302316164934,All fibroblasts,Control,CTRL,Control
-0.24942538994581037,All fibroblasts,Control,CTRL,Control
-0.11717490760799401,All fibroblasts,Control,CTRL,Control
4.674479578891007e-06,All fibroblasts,Control,CTRL,Control
-0.014893037955997498,All fibroblasts,Control,CTRL,Control
-0.3556810836727227,All fibroblasts,Control,CTRL,Control
0.06663877250737191,All fibroblasts,Control,CTRL,Control
-0.09151307831593451,All fibroblasts,Control,CTRL,Control
0.2188165467323621,All fibroblasts,Control,CTRL,Control
-0.08535983476461453,All fibroblasts,Control,CTRL,Control
0.02384065911345313,All fibroblasts,Control,CTRL,Control
-0.07552530770276628,All fibroblasts,Control,CTRL,Control
-0.16317891828988332,All fibroblasts,Control,CTRL,Control
-0.1060578466074641,All fibroblasts,Control,CTRL,Control
-0.031045620737384812,All fibroblasts,Control,CTRL,Control
-0.004781227706612132,All fibroblasts,Control,CTRL,Control
-0.16261526171082244,All fibroblasts,Control,CTRL,Control
-0.13820604608842665,All fibroblasts,Control,CTRL,Control
-0.1316973976823841,All fibroblasts,Control,CTRL,Control
-0.01755147375710838,All fibroblasts,Control,CTRL,Control
-0.16243682070831772,All fibroblasts,Control,CTRL,Control
-0.04173221156921889,All fibroblasts,Control,CTRL,Control
-0.09761462098294588,All fibroblasts,Control,CTRL,Control
-0.08363981415519765,All fibroblasts,Control,CTRL,Control
-0.06334972148053335,All fibroblasts,Control,CTRL,Control
-0.14800754245439696,All fibroblasts,Control,CTRL,Control
-0.02330349082675144,All fibroblasts,Control,CTRL,Control
-0.16786880740877919,All fibroblasts,Control,CTRL,Control
-0.06697741423663243,All fibroblasts,Control,CTRL,Control
-0.03466301889314491,All fibroblasts,Control,CTRL,Control
-0.03124612742636174,All fibroblasts,Control,CTRL,Control
-0.1486393749925186,All fibroblasts,Control,CTRL,Control
0.019424996439777423,All fibroblasts,Control,CTRL,Control
-0.15512671091634925,All fibroblasts,Control,CTRL,Control
-0.09514469120377694,All fibroblasts,Control,CTRL,Control
-0.07479091243498887,All fibroblasts,Control,CTRL,Control
-0.1686375319107118,All fibroblasts,Control,CTRL,Control
0.010526481950180569,All fibroblasts,Control,CTRL,Control
-0.2661696824193395,All fibroblasts,Control,CTRL,Control
-0.15331977652582696,All fibroblasts,Control,CTRL,Control
0.050900106928404784,All fibroblasts,Control,CTRL,Control
-0.18509934668885364,All fibroblasts,Control,CTRL,Control
-0.2248161671119719,All fibroblasts,Control,CTRL,Control
-0.20179053291458027,All fibroblasts,Control,CTRL,Control
-0.1007040896041663,All fibroblasts,Control,CTRL,Control
-0.12479218052786706,All fibroblasts,Control,CTRL,Control
-0.014107118513885797,All fibroblasts,Control,CTRL,Control
-0.007255989107125341,All fibroblasts,Control,CTRL,Control
-0.024624500552336295,All fibroblasts,Control,CTRL,Control
-0.06759551949175109,All fibroblasts,Control,CTRL,Control
-0.15484786496971573,All fibroblasts,Control,CTRL,Control
-0.1044319055398832,All fibroblasts,Control,CTRL,Control
-0.10072337064421397,All fibroblasts,Control,CTRL,Control
-0.10406709681696841,All fibroblasts,Control,CTRL,Control
-0.04331384901433039,All fibroblasts,Control,CTRL,Control
-0.040916585152854686,All fibroblasts,Control,CTRL,Control
-0.09730133171815232,All fibroblasts,Control,CTRL,Control
-0.1552936724361127,All fibroblasts,Control,CTRL,Control
0.05649726853510183,All fibroblasts,Control,CTRL,Control
-0.19347627074675947,All fibroblasts,Control,CTRL,Control
-0.29965571807172836,All fibroblasts,Control,CTRL,Control
-0.1737128958861754,All fibroblasts,Control,CTRL,Control
-0.02185061510318293,All fibroblasts,Control,CTRL,Control
-0.05226449229873001,All fibroblasts,Control,CTRL,Control
-0.01187161910597597,All fibroblasts,Control,CTRL,Control
-0.06608646806110419,All fibroblasts,Control,CTRL,Control
-0.09787425885188696,All fibroblasts,Control,CTRL,Control
-0.11866884227827317,All fibroblasts,Control,CTRL,Control
-0.13448395605475,All fibroblasts,Control,CTRL,Control
-0.07193337983644642,All fibroblasts,Control,CTRL,Control
-0.10050081504288871,All fibroblasts,Control,CTRL,Control
-0.12148427311679658,All fibroblasts,Control,CTRL,Control
-0.094688136042154,All fibroblasts,Control,CTRL,Control
-0.1893192476400215,All fibroblasts,Control,CTRL,Control
-0.15026191576330938,All fibroblasts,Control,CTRL,Control
0.03658806317603189,All fibroblasts,Control,CTRL,Control
-0.05127736125240755,All fibroblasts,Control,CTRL,Control
-0.10783164844840205,All fibroblasts,Control,CTRL,Control
-0.10040657801609583,All fibroblasts,Control,CTRL,Control
-0.13419017898120475,All fibroblasts,Control,CTRL,Control
-0.018332940096127875,All fibroblasts,Control,CTRL,Control
-0.05290879908165298,All fibroblasts,Control,CTRL,Control
-0.15087426582278923,All fibroblasts,Control,CTRL,Control
0.07714478265648544,All fibroblasts,Control,CTRL,Control
-0.15664428898263766,All fibroblasts,Control,CTRL,Control
-0.06955474841782615,All fibroblasts,Control,CTRL,Control
-0.24920812768267492,All fibroblasts,Control,CTRL,Control
-0.12731411244265461,All fibroblasts,Control,CTRL,Control
-0.022089284012919562,All fibroblasts,Control,CTRL,Control
-0.23231058651542527,All fibroblasts,Control,CTRL,Control
-0.07594570381982552,All fibroblasts,Control,CTRL,Control
0.023241480875852122,All fibroblasts,Control,CTRL,Control
-0.11292962224982739,All fibroblasts,Control,CTRL,Control
-0.08943780854888987,All fibroblasts,Control,CTRL,Control
-0.1179783148542971,All fibroblasts,Control,CTRL,Control
0.0633345296698728,All fibroblasts,Control,CTRL,Control
-0.2980951969439616,All fibroblasts,Control,CTRL,Control
-0.13166731126490788,All fibroblasts,Control,CTRL,Control
-0.16483749748189916,All fibroblasts,Control,CTRL,Control
-0.07656644639115465,All fibroblasts,Control,CTRL,Control
-0.11793953832709697,All fibroblasts,Control,CTRL,Control
-0.15951481707799958,All fibroblasts,Control,CTRL,Control
0.03306846806886675,All fibroblasts,Control,CTRL,Control
-0.10044580569289979,All fibroblasts,Control,CTRL,Control
