embryonic_score,celltype,condition,celltype_short
-0.09425627924781052,Fibroblast 3,Control,FIB3
-0.08560720231107738,Fibroblast 4,Control,FIB4
-0.14212584007539866,Fibroblast 3,Control,FIB3
0.05964645328571681,Fibroblast 1,Control,FIB1
-0.23931920076802926,Fibroblast 1,Control,FIB1
0.01865120368655753,Fibroblast 1,Control,FIB1
-0.15543789710597886,Fibroblast 2,Control,FIB2
-0.04538839259176707,Fibroblast 1,Control,FIB1
-0.06897991680227131,Fibroblast 2,Control,FIB2
-0.037604311022753883,Fibroblast 3,Control,FIB3
-0.003963665813974662,Fibroblast 3,Control,FIB3
-0.09828421025182507,Fibroblast 3,Control,FIB3
-0.05892649184444618,Fibroblast 1,Control,FIB1
0.03830342918826038,Fibroblast 1,Control,FIB1
-0.27595047169628284,Fibroblast 4,Control,FIB4
-0.11967926264443052,Fibroblast 3,Control,FIB3
-0.04635375245453349,Fibroblast 2,Control,FIB2
-0.05919555509652652,Fibroblast 2,Control,FIB2
-0.20587163468278583,Fibroblast 2,Control,FIB2
-0.10894670615350462,Fibroblast 2,Control,FIB2
0.04577287721004622,Fibroblast 1,Control,FIB1
-0.14100241271554118,Fibroblast 3,Control,FIB3
-0.15751131689974,Fibroblast 3,Control,FIB3
0.007233444128320832,Fibroblast 3,Control,FIB3
-0.07236840140875608,Fibroblast 1,Control,FIB1
0.04552212274357925,Fibroblast 1,Control,FIB1
-0.07275853751227299,Fibroblast 1,Control,FIB1
-0.0932904139994296,Fibroblast 3,Control,FIB3
-0.08107894118065724,Fibroblast 1,Control,FIB1
-0.015880336009963136,Fibroblast 1,Control,FIB1
-0.016848395328730656,Fibroblast 1,Control,FIB1
-0.006108952662492485,Fibroblast 1,Control,FIB1
-0.050468474829195205,Fibroblast 2,Control,FIB2
-0.07202662015095901,Fibroblast 1,Control,FIB1
-0.11001909343106646,Fibroblast 3,Control,FIB3
0.010802672201986642,Fibroblast 1,Control,FIB1
-0.06947324666338348,Fibroblast 2,Control,FIB2
-0.11993681172324411,Fibroblast 2,Control,FIB2
0.05702056421240471,Fibroblast 3,Control,FIB3
-0.11660954667487786,Fibroblast 2,Control,FIB2
-0.027539631077355922,Fibroblast 1,Control,FIB1
-0.018337997592012087,Fibroblast 2,Control,FIB2
-0.12258789724297478,Fibroblast 2,Control,FIB2
-0.08851288037300681,Fibroblast 1,Control,FIB1
-0.09457523664686539,Fibroblast 1,Control,FIB1
-0.1076643122834548,Fibroblast 3,Control,FIB3
0.0715930511474922,Fibroblast 1,Control,FIB1
-0.0898304628699936,Fibroblast 2,Control,FIB2
-0.008719289761427135,Fibroblast 3,Control,FIB3
-0.16884221261799678,Fibroblast 3,Control,FIB3
-0.022334774986016465,Fibroblast 3,Control,FIB3
-0.02794742650190983,Fibroblast 1,Control,FIB1
-0.019052746148580168,Fibroblast 1,Control,FIB1
-0.0959486543933903,Fibroblast 1,Control,FIB1
0.035199939278474396,Fibroblast 3,Control,FIB3
-0.07680984666779626,Fibroblast 3,Control,FIB3
-0.1708810665013924,Fibroblast 3,Control,FIB3
-0.022694261031503286,Fibroblast 2,Control,FIB2
-0.01200278549504552,Fibroblast 3,Control,FIB3
-0.038490766305877694,Fibroblast 2,Control,FIB2
0.14583896838285518,Fibroblast 1,Control,FIB1
0.09943553709904634,Fibroblast 1,Control,FIB1
-0.03263932435608617,Fibroblast 1,Control,FIB1
0.1812749513131611,Fibroblast 1,Control,FIB1
-0.04078013577492802,Fibroblast 1,Control,FIB1
-0.07647093446568116,Fibroblast 2,Control,FIB2
-0.00219221850410741,Fibroblast 3,Control,FIB3
-0.17762396618599494,Fibroblast 2,Control,FIB2
-0.23583946738334438,Fibroblast 3,Control,FIB3
-0.11437371814866532,Fibroblast 2,Control,FIB2
-0.027849509795308564,Fibroblast 2,Control,FIB2
-0.1471774727839497,Fibroblast 2,Control,FIB2
-0.14060892302679545,Fibroblast 2,Control,FIB2
-0.012090054709803844,Fibroblast 3,Control,FIB3
-0.030880427817414235,Fibroblast 1,Control,FIB1
0.0048677103215019266,Fibroblast 1,Control,FIB1
-0.011910019287050794,Fibroblast 3,Control,FIB3
-0.11633778372765158,Fibroblast 2,Control,FIB2
-0.0735522551305335,Fibroblast 3,Control,FIB3
-0.16409449372267537,Fibroblast 2,Control,FIB2
-0.06625759042013352,Fibroblast 1,Control,FIB1
-0.042434185472778274,Fibroblast 3,Control,FIB3
-0.011971768802676856,Fibroblast 1,Control,FIB1
-0.14207845362264182,Fibroblast 3,Control,FIB3
-0.18543575718872485,Fibroblast 2,Control,FIB2
-0.08131979930744762,Fibroblast 3,Control,FIB3
-0.1348067495660356,Fibroblast 3,Control,FIB3
-0.08218962532167085,Fibroblast 2,Control,FIB2
-0.14149397058924323,Fibroblast 3,Control,FIB3
-0.028984183312026443,Fibroblast 2,Control,FIB2
-0.054671427119956796,Fibroblast 3,Control,FIB3
-0.12429544259062897,Fibroblast 2,Control,FIB2
-0.14867222960839474,Fibroblast 2,Control,FIB2
-0.06752076650547872,Fibroblast 1,Control,FIB1
-0.1047615870990528,Fibroblast 2,Control,FIB2
0.025012969782751096,Fibroblast 1,Control,FIB1
-0.13690589390815316,Fibroblast 2,Control,FIB2
-0.06835818184387574,Fibroblast 2,Control,FIB2
0.05492245810972207,Fibroblast 1,Control,FIB1
-0.1500659080462121,Fibroblast 2,Control,FIB2
0.03090259369524887,Fibroblast 1,Control,FIB1
-0.10699296804669348,Fibroblast 3,Control,FIB3
-0.1483858454294325,Fibroblast 3,Control,FIB3
-0.10940034915006688,Fibroblast 3,Control,FIB3
-0.08258477992150007,Fibroblast 2,Control,FIB2
-0.057984390914941626,Fibroblast 2,Control,FIB2
-0.06646526764807982,Fibroblast 3,Control,FIB3
-0.0432568416575908,Fibroblast 1,Control,FIB1
-0.023520808672184486,Fibroblast 1,Control,FIB1
-0.11386776012089538,Fibroblast 2,Control,FIB2
-0.03602262854310301,Fibroblast 3,Control,FIB3
-0.04668073873785074,Fibroblast 3,Control,FIB3
-0.13524977716005296,Fibroblast 2,Control,FIB2
-0.03292236087747516,Fibroblast 2,Control,FIB2
-0.04807233262389185,Fibroblast 1,Control,FIB1
-0.14532474929220285,Fibroblast 1,Control,FIB1
-0.12348466761304165,Fibroblast 2,Control,FIB2
-0.06612821838118955,Fibroblast 3,Control,FIB3
0.01923139394771224,Fibroblast 2,Control,FIB2
-0.19406997780244023,Fibroblast 2,Control,FIB2
-0.0278481478438558,Fibroblast 1,Control,FIB1
-0.06196908229100957,Fibroblast 2,Control,FIB2
-0.135143189886339,Fibroblast 2,Control,FIB2
0.15125281759626472,Fibroblast 1,Control,FIB1
0.14433539277763016,Fibroblast 1,Control,FIB1
-0.012436945329265592,Fibroblast 3,Control,FIB3
-0.14628801689305912,Fibroblast 3,Control,FIB3
-0.03844250845269729,Fibroblast 2,Control,FIB2
-0.05905674805771313,Fibroblast 2,Control,FIB2
-0.07612975060409737,Fibroblast 1,Control,FIB1
-0.13139024237559793,Fibroblast 3,Control,FIB3
-0.023203619735402733,Fibroblast 3,Control,FIB3
-0.009674332159136184,Fibroblast 1,Control,FIB1
0.0006977768493086656,Fibroblast 1,Control,FIB1
-0.22755411279726798,Fibroblast 1,Control,FIB1
-0.11902433706145399,Fibroblast 2,Control,FIB2
-0.0851577803691234,Fibroblast 3,Control,FIB3
-0.0345366092660557,Fibroblast 3,Control,FIB3
-0.10616003424049517,Fibroblast 2,Control,FIB2
-0.01189787826335218,Fibroblast 3,Control,FIB3
-0.07954756314361647,Fibroblast 3,Control,FIB3
-0.06888705224788655,Fibroblast 1,Control,FIB1
0.04858856893130743,Fibroblast 1,Control,FIB1
-0.02045954122984288,Fibroblast 1,Control,FIB1
-0.15567393507893992,Fibroblast 3,Control,FIB3
-0.055968724597674865,Fibroblast 3,Control,FIB3
-0.009747679596192722,Fibroblast 3,Control,FIB3
-0.13332102782647326,Fibroblast 3,Control,FIB3
-0.02023534854016685,Fibroblast 3,Control,FIB3
-0.14215967088514428,Fibroblast 3,Control,FIB3
0.0679978283907409,Fibroblast 1,Control,FIB1
-0.025023763994293034,Fibroblast 3,Control,FIB3
-0.043111698153032424,Fibroblast 2,Control,FIB2
-0.15935640853168334,Fibroblast 3,Control,FIB3
-0.07008401525195809,Fibroblast 3,Control,FIB3
-0.0061172582590970845,Fibroblast 1,Control,FIB1
-0.06361324610375732,Fibroblast 3,Control,FIB3
-0.09068580200974266,Fibroblast 2,Control,FIB2
-0.12304174150403602,Fibroblast 2,Control,FIB2
-0.14064256487301782,Fibroblast 3,Control,FIB3
-0.13319822562125422,Fibroblast 2,Control,FIB2
-0.020327406862180306,Fibroblast 2,Control,FIB2
-0.15880676393310056,Fibroblast 2,Control,FIB2
0.020569190827897668,Fibroblast 1,Control,FIB1
-0.1384030140321191,Fibroblast 3,Control,FIB3
0.07178500941109917,Fibroblast 1,Control,FIB1
-0.08450583720578564,Fibroblast 1,Control,FIB1
-0.028519478608177627,Fibroblast 3,Control,FIB3
-0.015639559141503653,Fibroblast 3,Control,FIB3
-0.026899544907716753,Fibroblast 3,Control,FIB3
-0.06988087289839655,Fibroblast 2,Control,FIB2
0.049310473913473436,Fibroblast 2,Control,FIB2
0.06847802091902136,Fibroblast 1,Control,FIB1
0.09101640364246012,Fibroblast 1,Control,FIB1
-0.03601226993623822,Fibroblast 2,Control,FIB2
-0.006176368253556608,Fibroblast 1,Control,FIB1
-0.019723381115017875,Fibroblast 1,Control,FIB1
-0.09836409769356805,Fibroblast 2,Control,FIB2
-0.04449718855766635,Fibroblast 4,Control,FIB4
-0.16648695762922758,Fibroblast 3,Control,FIB3
-0.038969806764200046,Fibroblast 2,Control,FIB2
0.010283903625784165,Fibroblast 1,Control,FIB1
-0.09657144459286743,Fibroblast 2,Control,FIB2
-0.014553381597244827,Fibroblast 1,Control,FIB1
-0.018589540870336665,Fibroblast 3,Control,FIB3
-0.06874517012774034,Fibroblast 3,Control,FIB3
0.010187220415342618,Fibroblast 1,Control,FIB1
-0.09104245668227792,Fibroblast 2,Control,FIB2
-0.08994692337589813,Fibroblast 1,Control,FIB1
-0.1918032225114646,Fibroblast 2,Control,FIB2
-0.0994350495803254,Fibroblast 3,Control,FIB3
-0.15317677028057344,Fibroblast 3,Control,FIB3
0.02452699396803454,Fibroblast 3,Control,FIB3
-0.09304425063646865,Fibroblast 1,Control,FIB1
-0.0822523776930386,Fibroblast 3,Control,FIB3
-0.14795578332990167,Fibroblast 2,Control,FIB2
-0.046322770567404345,Fibroblast 3,Control,FIB3
-0.14591357176587158,Fibroblast 3,Control,FIB3
0.023827185382156897,Fibroblast 1,Control,FIB1
0.05085740687412614,Fibroblast 3,Control,FIB3
-0.01675747761608578,Fibroblast 3,Control,FIB3
-0.06457886328319005,Fibroblast 2,Control,FIB2
-0.055692253120343246,Fibroblast 3,Control,FIB3
-0.10738352136197103,Fibroblast 3,Control,FIB3
-0.030614818521943185,Fibroblast 2,Control,FIB2
-0.028171647000644985,Fibroblast 3,Control,FIB3
-0.054174149606349746,Fibroblast 1,Control,FIB1
-0.09016944917359529,Fibroblast 2,Control,FIB2
-0.021903098157554438,Fibroblast 1,Control,FIB1
-0.1186316437754113,Fibroblast 3,Control,FIB3
-0.11217193628252697,Fibroblast 2,Control,FIB2
-0.13262877944378293,Fibroblast 3,Control,FIB3
-0.173603151242559,Fibroblast 3,Control,FIB3
0.09411885621730139,Fibroblast 3,Control,FIB3
-0.06252538363080731,Fibroblast 2,Control,FIB2
-0.17223244783721936,Fibroblast 2,Control,FIB2
-0.2671359897051889,Fibroblast 2,Control,FIB2
-0.19815549702758012,Fibroblast 3,Control,FIB3
-0.09345758620929429,Fibroblast 2,Control,FIB2
-0.08452606377023786,Fibroblast 3,Control,FIB3
-0.1447180859222237,Fibroblast 3,Control,FIB3
-0.011772900081111086,Fibroblast 1,Control,FIB1
-0.09656745331125632,Fibroblast 1,Control,FIB1
0.15146367542323041,Fibroblast 1,Control,FIB1
0.04584742385143754,Fibroblast 1,Control,FIB1
-0.09516100557884227,Fibroblast 2,Control,FIB2
0.07568541179727564,Fibroblast 1,Control,FIB1
0.17051481767853852,Fibroblast 1,Control,FIB1
0.0720774975001478,Fibroblast 1,Control,FIB1
0.005797346767241432,Fibroblast 1,Control,FIB1
-0.08632694202851475,Fibroblast 2,Control,FIB2
-0.07883411040368267,Fibroblast 2,Control,FIB2
0.12602013335221351,Fibroblast 1,Control,FIB1
-0.07735402056904475,Fibroblast 3,Control,FIB3
-0.07267621010422688,Fibroblast 3,Control,FIB3
-0.06386898523994858,Fibroblast 3,Control,FIB3
-0.1326984708411869,Fibroblast 3,Control,FIB3
-0.10955366712712071,Fibroblast 2,Control,FIB2
-0.0693026607688592,Fibroblast 1,Control,FIB1
-0.1631212547335208,Fibroblast 2,Control,FIB2
-0.01834013312843124,Fibroblast 3,Control,FIB3
-0.09732020588830385,Fibroblast 3,Control,FIB3
0.0005843204116520312,Fibroblast 1,Control,FIB1
-0.15911415725338265,Fibroblast 3,Control,FIB3
-0.1476763493898667,Fibroblast 3,Control,FIB3
0.01338086936840685,Fibroblast 1,Control,FIB1
-0.06902855448643433,Fibroblast 2,Control,FIB2
-0.03145846132226741,Fibroblast 1,Control,FIB1
-0.1414885306848827,Fibroblast 2,Control,FIB2
-0.13016256982852845,Fibroblast 2,Control,FIB2
0.07128149152858794,Fibroblast 1,Control,FIB1
-0.10801136088336438,Fibroblast 3,Control,FIB3
-0.10477501465412842,Fibroblast 2,Control,FIB2
-0.1407114889571907,Fibroblast 2,Control,FIB2
-0.038636090040482615,Fibroblast 2,Control,FIB2
-0.06863529846826008,Fibroblast 2,Control,FIB2
0.01678643418224191,Fibroblast 1,Control,FIB1
-0.05042288172530001,Fibroblast 3,Control,FIB3
0.09311121804431366,Fibroblast 1,Control,FIB1
-0.05766504006837978,Fibroblast 3,Control,FIB3
-0.1549059479481707,Fibroblast 2,Control,FIB2
-0.15904472083657126,Fibroblast 2,Control,FIB2
-0.016934394069224284,Fibroblast 3,Control,FIB3
-0.07244099916782482,Fibroblast 2,Control,FIB2
-0.09127993371679212,Fibroblast 3,Control,FIB3
-0.001056880765062343,Fibroblast 1,Control,FIB1
-0.11696260247555786,Fibroblast 2,Control,FIB2
-0.13175152878871135,Fibroblast 2,Control,FIB2
-0.11404891418263359,Fibroblast 2,Control,FIB2
-0.03140445829066064,Fibroblast 2,Control,FIB2
-0.05062125106557196,Fibroblast 3,Control,FIB3
-0.12469479870670501,Fibroblast 2,Control,FIB2
-0.041791666014020463,Fibroblast 2,Control,FIB2
-0.059806866262399325,Fibroblast 2,Control,FIB2
0.03476963933606776,Fibroblast 3,Control,FIB3
0.015807930768634737,Fibroblast 3,Control,FIB3
0.06157630710225571,Fibroblast 1,Control,FIB1
-0.10687200880052368,Fibroblast 1,Control,FIB1
-0.08854211744097729,Fibroblast 1,Control,FIB1
0.027598912233422583,Fibroblast 3,Control,FIB3
-0.008554507492170614,Fibroblast 2,Control,FIB2
-0.018047340622358354,Fibroblast 1,Control,FIB1
-0.1279346305448223,Fibroblast 2,Control,FIB2
-0.08388981324838304,Fibroblast 2,Control,FIB2
-0.14254856017460302,Fibroblast 1,Control,FIB1
-0.13526170059315848,Fibroblast 2,Control,FIB2
-0.1980579102986524,Fibroblast 2,Control,FIB2
-0.032805096323606134,Fibroblast 2,Control,FIB2
0.019219307435110015,Fibroblast 1,Control,FIB1
-0.11371893980773624,Fibroblast 1,Control,FIB1
-0.12226440760019132,Fibroblast 3,Control,FIB3
0.010297266500791144,Fibroblast 3,Control,FIB3
-0.08125163965046794,Fibroblast 2,Control,FIB2
0.030533281059694536,Fibroblast 3,Control,FIB3
-0.037591710399825146,Fibroblast 1,Control,FIB1
-0.09483364320404034,Fibroblast 2,Control,FIB2
-0.0013707123964759663,Fibroblast 2,Control,FIB2
-0.13798572904130085,Fibroblast 3,Control,FIB3
-0.030293752035216392,Fibroblast 1,Control,FIB1
-0.0679690352906038,Fibroblast 3,Control,FIB3
-0.15413653500904637,Fibroblast 2,Control,FIB2
-0.004693699621303211,Fibroblast 2,Control,FIB2
-0.16200257621313377,Fibroblast 2,Control,FIB2
-0.09867534736675164,Fibroblast 2,Control,FIB2
-0.043549206432587445,Fibroblast 1,Control,FIB1
0.015307097869564655,Fibroblast 1,Control,FIB1
-0.03936784620477837,Fibroblast 3,Control,FIB3
-0.04843229505682341,Fibroblast 1,Control,FIB1
-0.0802442434552154,Fibroblast 2,Control,FIB2
-0.05604439482165447,Fibroblast 2,Control,FIB2
-0.019535502907534405,Fibroblast 1,Control,FIB1
-0.14549370317887206,Fibroblast 2,Control,FIB2
-0.006783585761279234,Fibroblast 1,Control,FIB1
-0.12133750881258488,Fibroblast 2,Control,FIB2
-0.12599783997955794,Fibroblast 2,Control,FIB2
0.02039574592278961,Fibroblast 1,Control,FIB1
-0.18299660666838075,Fibroblast 3,Control,FIB3
-0.07971802382016902,Fibroblast 3,Control,FIB3
-0.11825000290243762,Fibroblast 1,Control,FIB1
-0.1421881635378862,Fibroblast 1,Control,FIB1
-0.12418007871611285,Fibroblast 2,Control,FIB2
-0.1325219984925161,Fibroblast 3,Control,FIB3
-0.0927409925901888,Fibroblast 2,Control,FIB2
-0.11344615594786374,Fibroblast 3,Control,FIB3
-0.12343157130033917,Fibroblast 2,Control,FIB2
-0.09070564719602675,Fibroblast 2,Control,FIB2
-0.13091153400801053,Fibroblast 2,Control,FIB2
0.027395656283283526,Fibroblast 3,Control,FIB3
0.000963843084625865,Fibroblast 1,Control,FIB1
-0.06427252141145931,Fibroblast 2,Control,FIB2
-0.0013882386455971035,Fibroblast 1,Control,FIB1
-0.10164496343128984,Fibroblast 2,Control,FIB2
-0.18011423104994517,Fibroblast 2,Control,FIB2
-0.15735241753836976,Fibroblast 2,Control,FIB2
0.012206267062793657,Fibroblast 1,Control,FIB1
-0.010507705056619611,Fibroblast 1,Control,FIB1
-0.1941034452771539,Fibroblast 3,Control,FIB3
-0.011254465378029176,Fibroblast 1,Control,FIB1
-0.07518719188209329,Fibroblast 2,Control,FIB2
0.14583748850162856,Fibroblast 4,Control,FIB4
-0.01483270008235818,Fibroblast 1,Control,FIB1
-0.142342116537431,Fibroblast 3,Control,FIB3
-0.0495626089587385,Fibroblast 2,Control,FIB2
-0.05745441102786521,Fibroblast 3,Control,FIB3
-0.05918661012979187,Fibroblast 2,Control,FIB2
0.04709843940093902,Fibroblast 1,Control,FIB1
-0.07379967627916831,Fibroblast 2,Control,FIB2
-0.12057366898959374,Fibroblast 3,Control,FIB3
-0.1452525324479935,Fibroblast 2,Control,FIB2
-0.11532365749982781,Fibroblast 2,Control,FIB2
-0.11569159083379532,Fibroblast 3,Control,FIB3
-0.10830694069108643,Fibroblast 3,Control,FIB3
-0.03267388873716052,Fibroblast 1,Control,FIB1
-0.0933979632960934,Fibroblast 2,Control,FIB2
-0.06279001638948346,Fibroblast 4,Control,FIB4
0.04099164596353506,Fibroblast 3,Control,FIB3
-0.029492745561123114,Fibroblast 3,Control,FIB3
-0.07843349196272167,Fibroblast 2,Control,FIB2
-0.1580497468266638,Fibroblast 3,Control,FIB3
0.07810001783706913,Fibroblast 3,Control,FIB3
-0.044750367756781866,Fibroblast 3,Control,FIB3
-0.04731887952126463,Fibroblast 1,Control,FIB1
-0.058338812198013776,Fibroblast 1,Control,FIB1
-0.16683323798884864,Fibroblast 3,Control,FIB3
-0.12399068170396145,Fibroblast 2,Control,FIB2
-0.07862605525810606,Fibroblast 1,Control,FIB1
-0.013463560858754973,Fibroblast 1,Control,FIB1
-0.16434581746965402,Fibroblast 2,Control,FIB2
-0.0989425435934795,Fibroblast 3,Control,FIB3
-0.17113971380451842,Fibroblast 3,Control,FIB3
-0.15458015078088516,Fibroblast 1,Control,FIB1
0.0008985080294797165,Fibroblast 1,Control,FIB1
-0.06882428583140937,Fibroblast 3,Control,FIB3
-0.08995948201667786,Fibroblast 2,Control,FIB2
-0.11225877006598695,Fibroblast 2,Control,FIB2
-0.09881928901708262,Fibroblast 1,Control,FIB1
-0.07688687837757281,Fibroblast 2,Control,FIB2
0.01800539810688158,Fibroblast 1,Control,FIB1
-0.07560469020556686,Fibroblast 2,Control,FIB2
-0.09708436136712072,Fibroblast 3,Control,FIB3
-0.10846018652562232,Fibroblast 3,Control,FIB3
-0.15565644160805672,Fibroblast 2,Control,FIB2
-0.18574339115823205,Fibroblast 2,Control,FIB2
-0.17556344890297126,Fibroblast 2,Control,FIB2
-0.11731707015746257,Fibroblast 3,Control,FIB3
-0.24720185697145874,Fibroblast 3,Control,FIB3
0.032672649321585354,Fibroblast 2,Control,FIB2
-0.10182890072038725,Fibroblast 2,Control,FIB2
-0.15444658751101442,Fibroblast 3,Control,FIB3
0.013779531376232331,Fibroblast 2,Control,FIB2
-0.09781205691912123,Fibroblast 3,Control,FIB3
-0.12095150307008884,Fibroblast 2,Control,FIB2
-0.03716253993132985,Fibroblast 3,Control,FIB3
0.020872128555699455,Fibroblast 2,Control,FIB2
-0.034435219146345286,Fibroblast 2,Control,FIB2
0.14931669909175208,Fibroblast 1,Control,FIB1
-0.10513419510605587,Fibroblast 2,Control,FIB2
-0.09215686462739053,Fibroblast 2,Control,FIB2
-0.06449674825787478,Fibroblast 2,Control,FIB2
-0.017372348369054852,Fibroblast 1,Control,FIB1
-0.09674089040939318,Fibroblast 3,Control,FIB3
-0.05849855699327082,Fibroblast 2,Control,FIB2
-0.06619995240199603,Fibroblast 3,Control,FIB3
-0.09858949326325334,Fibroblast 3,Control,FIB3
-0.15433333675789224,Fibroblast 2,Control,FIB2
-0.05110188111597275,Fibroblast 2,Control,FIB2
0.037075122568498736,Fibroblast 3,Control,FIB3
-0.08707458955860171,Fibroblast 2,Control,FIB2
-0.1338763579413419,Fibroblast 2,Control,FIB2
-0.02177470463003629,Fibroblast 3,Control,FIB3
-0.18971103169071857,Fibroblast 2,Control,FIB2
-0.04813021594568298,Fibroblast 3,Control,FIB3
-0.03925095094675807,Fibroblast 3,Control,FIB3
-0.05534121367845636,Fibroblast 1,Control,FIB1
-0.019006511411284586,Fibroblast 3,Control,FIB3
-0.1054535923293455,Fibroblast 2,Control,FIB2
-0.09028947059115915,Fibroblast 2,Control,FIB2
-0.12174231660395483,Fibroblast 2,Control,FIB2
-0.10779259998427923,Fibroblast 2,Control,FIB2
-0.07354350904509815,Fibroblast 3,Control,FIB3
-0.09371318251220995,Fibroblast 3,Control,FIB3
-0.08104814381181015,Fibroblast 1,Control,FIB1
-0.03592424288997653,Fibroblast 2,Control,FIB2
-0.06070525166741103,Fibroblast 2,Control,FIB2
0.033417754783843956,Fibroblast 1,Control,FIB1
-0.07451938675270445,Fibroblast 3,Control,FIB3
-0.055493383485381735,Fibroblast 2,Control,FIB2
-0.16988387103481462,Fibroblast 3,Control,FIB3
0.008883017915150036,Fibroblast 1,Control,FIB1
-0.15851299320931658,Fibroblast 3,Control,FIB3
-0.06119732233419482,Fibroblast 2,Control,FIB2
-0.1299176322683991,Fibroblast 2,Control,FIB2
-0.09028891067763298,Fibroblast 2,Control,FIB2
-0.051673364927007394,Fibroblast 1,Control,FIB1
-0.15747431013795418,Fibroblast 1,Control,FIB1
0.04014290868944016,Fibroblast 1,Control,FIB1
-0.052494539503748334,Fibroblast 2,Control,FIB2
-0.0566518730475614,Fibroblast 3,Control,FIB3
-0.05891499661676952,Fibroblast 1,Control,FIB1
-0.020064986017728517,Fibroblast 3,Control,FIB3
0.014257509178349975,Fibroblast 3,Control,FIB3
-0.19850342096413226,Fibroblast 2,Control,FIB2
-0.02211960763722161,Fibroblast 3,Control,FIB3
-0.10449492623971854,Fibroblast 2,Control,FIB2
-0.021637807825629046,Fibroblast 2,Control,FIB2
-0.08264748393052199,Fibroblast 2,Control,FIB2
0.01935793143315398,Fibroblast 1,Control,FIB1
-0.013655262815216243,Fibroblast 1,Control,FIB1
-0.15643060141268236,Fibroblast 3,Control,FIB3
0.00383855653744037,Fibroblast 3,Control,FIB3
-0.05737774686835646,Fibroblast 1,Control,FIB1
-0.14524485191382186,Fibroblast 2,Control,FIB2
0.06967001140021592,Fibroblast 3,Control,FIB3
-0.006409198924609481,Fibroblast 1,Control,FIB1
-0.044032110930874536,Fibroblast 1,Control,FIB1
-0.056254293215885535,Fibroblast 3,Control,FIB3
0.041770510908550065,Fibroblast 1,Control,FIB1
-0.041791843154438846,Fibroblast 3,Control,FIB3
-0.1162342959476769,Fibroblast 3,Control,FIB3
-0.09618740780294248,Fibroblast 2,Control,FIB2
-0.009206512378666584,Fibroblast 3,Control,FIB3
-0.04634941872768477,Fibroblast 2,Control,FIB2
-0.042956216748591645,Fibroblast 2,Control,FIB2
-0.09962813752488388,Fibroblast 1,Control,FIB1
-0.030671170343228662,Fibroblast 3,Control,FIB3
-0.16718627363204236,Fibroblast 2,Control,FIB2
-0.009801301517433088,Fibroblast 1,Control,FIB1
-0.045307132185996406,Fibroblast 2,Control,FIB2
0.03691762774359833,Fibroblast 1,Control,FIB1
-0.044131183314234226,Fibroblast 3,Control,FIB3
-0.082247418765932,Fibroblast 3,Control,FIB3
-0.06923760179722219,Fibroblast 2,Control,FIB2
-0.14874732673089763,Fibroblast 3,Control,FIB3
0.004566587276648902,Fibroblast 1,Control,FIB1
-0.13836723448545918,Fibroblast 3,Control,FIB3
-0.09866314822724137,Fibroblast 2,Control,FIB2
0.03493043157825607,Fibroblast 3,Control,FIB3
-0.09494354382028214,Fibroblast 2,Control,FIB2
-0.08811873487847333,Fibroblast 2,Control,FIB2
-0.09718021643301111,Fibroblast 2,Control,FIB2
-0.13648990549804627,Fibroblast 2,Control,FIB2
0.029446285572838536,Fibroblast 1,Control,FIB1
-0.14177450520145432,Fibroblast 2,Control,FIB2
0.046053529072623785,Fibroblast 1,Control,FIB1
-0.10916065658507193,Fibroblast 2,Control,FIB2
-0.12524754325620793,Fibroblast 3,Control,FIB3
-0.06072010676472835,Fibroblast 1,Control,FIB1
-0.12216727983235845,Fibroblast 2,Control,FIB2
-0.0418335249708009,Fibroblast 3,Control,FIB3
-0.12071059418308147,Fibroblast 1,Control,FIB1
-0.16472897891340327,Fibroblast 2,Control,FIB2
-0.012564990591907937,Fibroblast 1,Control,FIB1
-0.11623054329535792,Fibroblast 3,Control,FIB3
-0.14017007897827316,Fibroblast 3,Control,FIB3
-0.09354877617272603,Fibroblast 2,Control,FIB2
-0.1627467863887948,Fibroblast 3,Control,FIB3
-0.12429040736198216,Fibroblast 3,Control,FIB3
-0.09925603145557198,Fibroblast 3,Control,FIB3
-0.08711667783121609,Fibroblast 2,Control,FIB2
-0.10761560425688847,Fibroblast 3,Control,FIB3
0.018297305207716344,Fibroblast 1,Control,FIB1
-0.0863626296971445,Fibroblast 2,Control,FIB2
-0.09247939542450376,Fibroblast 2,Control,FIB2
-0.11428692895648634,Fibroblast 2,Control,FIB2
-0.13748676540882987,Fibroblast 3,Control,FIB3
0.09343328940301052,Fibroblast 1,Control,FIB1
-0.150004906787554,Fibroblast 3,Control,FIB3
-0.06161846804162392,Fibroblast 1,Control,FIB1
-0.05052295659983701,Fibroblast 1,Control,FIB1
-0.13979981693570542,Fibroblast 3,Control,FIB3
0.05525109651284218,Fibroblast 1,Control,FIB1
-0.10846577502054465,Fibroblast 3,Control,FIB3
-0.09073731723578506,Fibroblast 3,Control,FIB3
-0.08464375150645231,Fibroblast 2,Control,FIB2
-0.018217391629524026,Fibroblast 3,Control,FIB3
-0.09742331544799543,Fibroblast 2,Control,FIB2
-0.09022042543688798,Fibroblast 3,Control,FIB3
-0.04372511474935422,Fibroblast 2,Control,FIB2
-0.04160153336380065,Fibroblast 2,Control,FIB2
0.05274337155846933,Fibroblast 3,Control,FIB3
