embryonic_score,celltype,condition,celltype_short
-0.12148904000295094,Fibroblast 2,Control,FIB2
-0.24750462324750103,Fibroblast 3,Control,FIB3
-0.0460306300165204,Fibroblast 1,Control,FIB1
-0.01968907598768936,Fibroblast 1,Control,FIB1
0.032464427039645624,Fibroblast 2,Control,FIB2
0.023582232463692593,Fibroblast 1,Control,FIB1
0.13792147648238992,Fibroblast 1,Control,FIB1
-0.006012106010069997,Fibroblast 2,Control,FIB2
0.15820378565796184,Fibroblast 3,Control,FIB3
0.04342866062512482,Fibroblast 1,Control,FIB1
-0.07092176496443853,Fibroblast 3,Control,FIB3
-0.09403150692005538,Fibroblast 2,Control,FIB2
-0.0449197734572504,Fibroblast 3,Control,FIB3
0.11646027582528051,Fibroblast 1,Control,FIB1
-0.04632167310732145,Fibroblast 2,Control,FIB2
0.11968548573245925,Fibroblast 1,Control,FIB1
0.04758264042795834,Fibroblast 4,Control,FIB4
0.1061144409737735,Fibroblast 2,Control,FIB2
0.010958840827463984,Fibroblast 2,Control,FIB2
0.011670326521991707,Fibroblast 2,Control,FIB2
0.04070172749304082,Fibroblast 2,Control,FIB2
0.057851020760460385,Fibroblast 4,Control,FIB4
0.03985095871226914,Fibroblast 1,Control,FIB1
0.12328241419671257,Fibroblast 3,Control,FIB3
-0.036519809967209854,Fibroblast 2,Control,FIB2
-0.013264305126565474,Fibroblast 1,Control,FIB1
-0.07141962655297406,Fibroblast 2,Control,FIB2
0.03782206415014066,Fibroblast 3,Control,FIB3
0.033456143683385266,Fibroblast 2,Control,FIB2
0.14058405429900261,Fibroblast 3,Control,FIB3
0.023647116716076423,Fibroblast 1,Control,FIB1
0.1261939795783522,Fibroblast 1,Control,FIB1
0.022320885660928283,Fibroblast 3,Control,FIB3
-0.13302186055161247,Fibroblast 2,Control,FIB2
0.04160090319716579,Fibroblast 3,Control,FIB3
0.14413790035117816,Fibroblast 1,Control,FIB1
-0.09120052253393598,Fibroblast 3,Control,FIB3
