"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007599","hemostasis","8/417","180/28943",0.00473842791000505,0.0505614908778573,0.0393115087027191,"Entpd2/Mertk/Ceacam1/Tbxa2r/Comp/Vtn/Kng2/C3",8
"GO:0050817","coagulation","8/417","180/28943",0.00473842791000505,0.0505614908778573,0.0393115087027191,"Entpd2/Mertk/Ceacam1/Tbxa2r/Comp/Vtn/Kng2/C3",8
"GO:0030258","lipid modification","9/417","221/28943",0.00497994148292956,0.0528331722844136,0.0410777387294281,"Fmo1/Fmo2/Irs1/Porcn/Ppargc1a/Plppr3/Agt/Adipoq/Apod",9
"GO:0043393","regulation of protein binding","9/417","221/28943",0.00497994148292956,0.0528331722844136,0.0410777387294281,"Spta1/Ephb6/Spon1/Ramp2/Vtn/Adipoq/Ppp1r2/Efhb/Prkn",9
"GO:0072676","lymphocyte migration","6/417","109/28943",0.00503026693463549,0.0532141705520752,0.0413739645023405,"Cxcl13/Itgal/Saa2/Il27ra/Ccl6/Apod",6
"GO:0070371","ERK1 and ERK2 cascade","12/417","350/28943",0.00515269793324442,0.0543536021986811,0.042259871470549,"Dusp15/Spry1/Pla2g5/Ceacam1/Fgfr2/Igf1/Agt/Wnk4/Ccl6/Edn1/Adipoq/C3",12
"GO:0050807","regulation of synapse organization","10/417","264/28943",0.00522934048806816,0.0545972360258099,0.0424492965280218,"Itpka/Ntng2/Lrp4/Flrt3/Negr1/Musk/Ncan/Colq/Flrt2/Lrrc24",10
"GO:0014074","response to purine-containing compound","6/417","110/28943",0.00525744309657967,0.0545972360258099,0.0424492965280218,"Ren1/Irs1/Cyp27b1/Trpv1/Gpd1/Adipoq",6
"GO:0033865","nucleoside bisphosphate metabolic process","6/417","110/28943",0.00525744309657967,0.0545972360258099,0.0424492965280218,"Tdo2/Hmgcs2/Acsm3/Ces1d/Pipox/Acsl6",6
"GO:0033875","ribonucleoside bisphosphate metabolic process","6/417","110/28943",0.00525744309657967,0.0545972360258099,0.0424492965280218,"Tdo2/Hmgcs2/Acsm3/Ces1d/Pipox/Acsl6",6
"GO:0034032","purine nucleoside bisphosphate metabolic process","6/417","110/28943",0.00525744309657967,0.0545972360258099,0.0424492965280218,"Tdo2/Hmgcs2/Acsm3/Ces1d/Pipox/Acsl6",6
"GO:0060562","epithelial tube morphogenesis","13/417","397/28943",0.0053708958851622,0.0545972360258099,0.0424492965280218,"Agtr2/Spry1/Wnt2b/Adm/Fgfr2/Igf1/Col4a1/Agt/Wnk4/Ccdc40/Hs3st3b1/Tbx2/Edn1",13
"GO:0045765","regulation of angiogenesis","11/417","308/28943",0.00539117868784328,0.0545972360258099,0.0424492965280218,"Angpt4/Ceacam1/Adm/Stim1/Tbxa2r/Agt/Ramp2/Vash1/Adamts1/C3/Smoc2",11
"GO:0007202","activation of phospholipase C activity","3/417","25/28943",0.00539665774101165,0.0545972360258099,0.0424492965280218,"Adcyap1r1/Agt/Ang3",3
"GO:0036315","cellular response to sterol","3/417","25/28943",0.00539665774101165,0.0545972360258099,0.0424492965280218,"Ces1a/Ces1d/Ces1f",3
"GO:0090189","regulation of branching involved in ureteric bud morphogenesis","3/417","25/28943",0.00539665774101165,0.0545972360258099,0.0424492965280218,"Agtr2/Wnt2b/Agt",3
"GO:0098869","cellular oxidant detoxification","3/417","25/28943",0.00539665774101165,0.0545972360258099,0.0424492965280218,"Prdx6/Cat/Gch1",3
"GO:0010677","negative regulation of cellular carbohydrate metabolic process","4/417","49/28943",0.00539761407080732,0.0545972360258099,0.0424492965280218,"Ppargc1a/Gckr/Adipoq/Prkn",4
"GO:0060421","positive regulation of heart growth","4/417","49/28943",0.00539761407080732,0.0545972360258099,0.0424492965280218,"Fgfr2/Igf1/Tbx2/Edn1",4
"GO:0061900","glial cell activation","4/417","49/28943",0.00539761407080732,0.0545972360258099,0.0424492965280218,"Agt/Mmp8/Trpv1/Nampt",4
"GO:0089718","amino acid import across plasma membrane","4/417","49/28943",0.00539761407080732,0.0545972360258099,0.0424492965280218,"Slc1a5/Slc7a2/Agt/Gfap",4
"GO:0014909","smooth muscle cell migration","6/417","111/28943",0.0054920446844512,0.0552496702315908,0.0429565634719588,"Ppargc1a/Igf1/Agt/Vtn/Adamts1/Adipoq",6
"GO:0061326","renal tubule development","6/417","111/28943",0.0054920446844512,0.0552496702315908,0.0429565634719588,"Agtr2/Wnt2b/Col4a1/Agt/Wnk4/Hs3st3b1",6
"GO:0034329","cell junction assembly","14/417","445/28943",0.0055720566898095,0.0559022643988497,0.0434639547857852,"Ntng2/Lrp4/Flrt3/Cldn2/Negr1/Musk/Agt/Colq/Fam107a/Kirrel3/Ramp2/Flrt2/Lrrc24/Apod",14
"GO:0030574","collagen catabolic process","4/417","50/28943",0.00580143698470037,0.0580458139499018,0.0451305624227012,"Mmp2/Mmp8/Mmp27/Mmp3",4
"GO:0002253","activation of immune response","14/417","448/28943",0.0058996114723084,0.0587739132209038,0.0456966588793421,"Cd55/Ifi208/Ifi207/Ifi205/Cfi/C1s1/C1s2/Trim30d/Cfd/Plscr2/Colec11/C4b/C3/Cfb",14
"GO:0030336","negative regulation of cell migration","11/417","312/28943",0.00592196525411057,0.0587739132209038,0.0456966588793421,"Angpt4/Arhgap4/Ppargc1a/Cxcl13/Tbxa2r/Il27ra/Vash1/Mapk15/Chrd/Adipoq/Apod",11
"GO:1901342","regulation of vasculature development","11/417","312/28943",0.00592196525411057,0.0587739132209038,0.0456966588793421,"Angpt4/Ceacam1/Adm/Stim1/Tbxa2r/Agt/Ramp2/Vash1/Adamts1/C3/Smoc2",11
"GO:0030004","cellular monovalent inorganic cation homeostasis","6/417","113/28943",0.00598407874878103,0.0588006550265862,0.0457174506065748,"Atp1a2/Agtr2/Slc4a5/Avpr1a/Agt/Car7",6
"GO:0003084","positive regulation of systemic arterial blood pressure","3/417","26/28943",0.00603614524785379,0.0588006550265862,0.0457174506065748,"Rarres2/Avpr1a/Agt",3
"GO:0006760","folic acid-containing compound metabolic process","3/417","26/28943",0.00603614524785379,0.0588006550265862,0.0457174506065748,"Folh1/Gch1/Pipox",3
"GO:0006883","cellular sodium ion homeostasis","3/417","26/28943",0.00603614524785379,0.0588006550265862,0.0457174506065748,"Atp1a2/Agtr2/Agt",3
"GO:0010742","macrophage derived foam cell differentiation","3/417","26/28943",0.00603614524785379,0.0588006550265862,0.0457174506065748,"Pla2g5/Lpl/Adipoq",3
"GO:0030449","regulation of complement activation","3/417","26/28943",0.00603614524785379,0.0588006550265862,0.0457174506065748,"Cd55/Cfi/C3",3
"GO:0070723","response to cholesterol","3/417","26/28943",0.00603614524785379,0.0588006550265862,0.0457174506065748,"Ces1a/Ces1d/Ces1f",3
"GO:0006805","xenobiotic metabolic process","6/417","114/28943",0.00624178805169564,0.0605862397007984,0.0471057409089574,"Gsta3/Fmo1/Fmo2/Fmo3/Cyp2f2/Sult1a1",6
"GO:0048738","cardiac muscle tissue development","10/417","271/28943",0.0062522636310954,0.0605862397007984,0.0471057409089574,"Agtr2/Col11a1/Tenm4/Alpk3/Fgfr2/Igf1/Agt/Dipk2a/Tbx2/Edn1",10
"GO:0002274","myeloid leukocyte activation","10/417","272/28943",0.00641027345762454,0.0619547895433241,0.0481697870458587,"Nr1h3/Ptgds/Pla2g5/Fes/Slc7a2/Plscr2/Mmp8/Wnk4/Trpv1/Nampt",10
"GO:0032102","negative regulation of response to external stimulus","13/417","407/28943",0.00656713813487804,0.0633051540312525,0.0492196940877076,"Ifi207/Nr1h3/Pla2g5/Oas1g/Cxcl13/Ceacam1/Igf1/Il20rb/Vtn/Ctla2a/Rtn4r/Kng2/Adipoq",13
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","9/417","231/28943",0.00659899543781657,0.0634465915531739,0.0493296616198624,"Adcyap1r1/Adm/Tbxa2r/Vipr1/Ramp2/Adcy1/Edn1/Mc2r/Mc5r",9
"GO:0032409","regulation of transporter activity","11/417","317/28943",0.00664234879025595,0.063616764588531,0.0494619709850385,"Hecw2/Atp1a2/Kcnab1/Ppargc1a/Shank1/Fxyd1/Stim1/Wnk4/Edn1/Dapk1/Adipoq",11
"GO:0090207","regulation of triglyceride metabolic process","4/417","52/28943",0.00666838783742185,0.063616764588531,0.0494619709850385,"Nr1h3/Gnb3/Pnpla2/C3",4
"GO:1900047","negative regulation of hemostasis","4/417","52/28943",0.00666838783742185,0.063616764588531,0.0494619709850385,"Ceacam1/Comp/Vtn/Kng2",4
"GO:0071605","monocyte chemotactic protein-1 production","3/417","27/28943",0.00671900498808091,0.0637700936143823,0.0495811841496324,"Oas1g/Adipoq/Apod",3
"GO:0071637","regulation of monocyte chemotactic protein-1 production","3/417","27/28943",0.00671900498808091,0.0637700936143823,0.0495811841496324,"Oas1g/Adipoq/Apod",3
"GO:0090287","regulation of cellular response to growth factor stimulus","11/417","318/28943",0.00679432832764017,0.0643196415016603,0.0500084570836025,"Pmepa1/Agtr2/Spry1/Htra3/Cxcl13/Agt/Aspn/Chrd/Tmem204/Smoc2/Nrep",11
"GO:0035725","sodium ion transmembrane transport","7/417","153/28943",0.00689434541702698,0.0650995480298302,0.0506148336309936,"Hecw2/Atp1a2/Slc6a12/Fxyd1/Wnk4/Slc6a7/Pkd2l1",7
"GO:0032652","regulation of interleukin-1 production","6/417","117/28943",0.00706334011057868,0.0665251318577971,0.0517232236346618,"Ifi207/Ifi205/Tlr8/Ceacam1/Igf1/Lpl",6
"GO:0010959","regulation of metal ion transport","14/417","458/28943",0.00710466276884373,0.0665286583954085,0.0517259655141355,"Hecw2/Atp1a2/Kcnab1/Adcyap1r1/Fxyd1/Stim1/Cracr2b/Igf1/Grin3b/Agt/Stc2/Wnk4/Cacna1g/Efhb",14
"GO:0018108","peptidyl-tyrosine phosphorylation","11/417","320/28943",0.00710644606073441,0.0665286583954085,0.0517259655141355,"Angpt4/Lrp4/Musk/Fes/Fgfr2/Igf1/Agt/Vtn/Ghr/Adipoq/Hcls1",11
"GO:0050798","activated T cell proliferation","4/417","53/28943",0.00713230527309137,0.0665286583954085,0.0517259655141355,"Ephb6/Itgal/Igf1/Il27ra",4
"GO:0046434","organophosphate catabolic process","7/417","154/28943",0.00713579326234609,0.0665286583954085,0.0517259655141355,"Prdx6/Entpd2/Pla2g5/Apoc1/Entpd3/Gdpd1/Gpd1",7
"GO:0032103","positive regulation of response to external stimulus","14/417","459/28943",0.00723522582421587,0.0672857776901889,0.0523146250103054,"Ifi208/Ifi207/Ifi205/Tlr8/Pla2g5/Cxcl13/Rarres2/Trim30d/Lpl/Mmp8/Vtn/Edn1/C3/Smoc2",14
"GO:0031644","regulation of nervous system process","8/417","194/28943",0.00734948775627041,0.0675439574608893,0.0525153595243899,"Shank1/Tenm4/Igf1/Avpr1a/S100b/Agt/Edn1/Prkn",8
"GO:0051099","positive regulation of binding","8/417","194/28943",0.00734948775627041,0.0675439574608893,0.0525153595243899,"Spta1/Ephb6/Spon1/Igf1/Mmp8/Ramp2/Vtn/Prkn",8
"GO:0045913","positive regulation of carbohydrate metabolic process","5/417","84/28943",0.00738144630484625,0.0675439574608893,0.0525153595243899,"Slc45a3/Irs1/Adcyap1r1/Igf1/Gpd1",5
"GO:0006644","phospholipid metabolic process","12/417","367/28943",0.00740662653271367,0.0675439574608893,0.0525153595243899,"Prdx6/Itpka/Nr1h3/Hmgcs2/Pla2g5/Gnb3/Apoc1/Plppr3/Acsl6/Gdpd1/Abca8a/Aspg",12
"GO:0018212","peptidyl-tyrosine modification","11/417","322/28943",0.00742965706823983,0.0675439574608893,0.0525153595243899,"Angpt4/Lrp4/Musk/Fes/Fgfr2/Igf1/Agt/Vtn/Ghr/Adipoq/Hcls1",11
"GO:0003071","renal system process involved in regulation of systemic arterial blood pressure","3/417","28/28943",0.00744593463883584,0.0675439574608893,0.0525153595243899,"Ren1/Agtr2/Agt",3
"GO:0031670","cellular response to nutrient","3/417","28/28943",0.00744593463883584,0.0675439574608893,0.0525153595243899,"Fes/Cyp27b1/Lpl",3
"GO:0045822","negative regulation of heart contraction","3/417","28/28943",0.00744593463883584,0.0675439574608893,0.0525153595243899,"Atp1a2/Agtr2/Trpv1",3
"GO:0070293","renal absorption","3/417","28/28943",0.00744593463883584,0.0675439574608893,0.0525153595243899,"Wnk4/Edn1/Adipoq",3
"GO:0090077","foam cell differentiation","3/417","28/28943",0.00744593463883584,0.0675439574608893,0.0525153595243899,"Pla2g5/Lpl/Adipoq",3
"GO:0045912","negative regulation of carbohydrate metabolic process","4/417","54/28943",0.00761702785614761,0.0689266344237671,0.0535903894832676,"Ppargc1a/Gckr/Adipoq/Prkn",4
"GO:0048709","oligodendrocyte differentiation","6/417","119/28943",0.00765276657771469,0.0690807193274392,0.0537101903421129,"Slc45a3/Dusp15/Tenm4/Lingo1/Vtn/Aspa",6
"GO:0006809","nitric oxide biosynthetic process","5/417","85/28943",0.00775230481386149,0.0696387089361961,0.054144026706109,"Igf1/Slc7a2/Agt/Mmp8/Trpv1",5
"GO:0046323","glucose import","5/417","85/28943",0.00775230481386149,0.0696387089361961,0.054144026706109,"Rnasel/Irs1/Upk3b/Igf1/Adipoq",5
"GO:0032970","regulation of actin filament-based process","13/417","416/28943",0.00781653791908604,0.0700452864011303,0.0544601402793757,"Atp1a2/Spta1/Lmod1/Eln/Shank1/Fes/Arap1/Fxyd1/Fam107a/Edn1/Hcls1/Prkn/Cdc42ep3",13
"GO:2000146","negative regulation of cell motility","11/417","325/28943",0.00793584161549715,0.07081884376714,0.055061580359523,"Angpt4/Arhgap4/Ppargc1a/Cxcl13/Tbxa2r/Il27ra/Vash1/Mapk15/Chrd/Adipoq/Apod",11
"GO:0008306","associative learning","6/417","120/28943",0.00796040632810485,0.07081884376714,0.055061580359523,"Atp1a2/Shank1/Agt/Ppp1r1b/Peg13/Chrd",6
"GO:0072009","nephron epithelium development","6/417","120/28943",0.00796040632810485,0.07081884376714,0.055061580359523,"Agtr2/Wnt2b/Agt/Wnk4/Hs3st3b1/Adipoq",6
"GO:0002683","negative regulation of immune system process","14/417","465/28943",0.00805927431358789,0.0715186214539142,0.0556056568126886,"Cd55/Ifi207/Nr1h3/Mertk/Tsc22d3/Oas1g/Clec2g/Ceacam1/Igf1/Fgl1/Il27ra/Il20rb/Adipoq/Apod",14
"GO:0003151","outflow tract morphogenesis","5/417","86/28943",0.00813592118381473,0.0715186214539142,0.0556056568126886,"Eln/Fgfr2/Npy1r/Tbx2/Edn1",5
"GO:0014015","positive regulation of gliogenesis","5/417","86/28943",0.00813592118381473,0.0715186214539142,0.0556056568126886,"Tenm4/Igf1/Rnf112/Gfap/Aspa",5
"GO:0051384","response to glucocorticoid","5/417","86/28943",0.00813592118381473,0.0715186214539142,0.0556056568126886,"Fibin/Agtr2/Trim63/Sult1a1/Fam107a",5
"GO:0072078","nephron tubule morphogenesis","5/417","86/28943",0.00813592118381473,0.0715186214539142,0.0556056568126886,"Agtr2/Wnt2b/Agt/Wnk4/Hs3st3b1",5
"GO:0006699","bile acid biosynthetic process","3/417","29/28943",0.00821757328171839,0.0717240675085208,0.0557653909151327,"Ces1a/Ces1d/Ces1f",3
"GO:0032770","positive regulation of monooxygenase activity","3/417","29/28943",0.00821757328171839,0.0717240675085208,0.0557653909151327,"Agtr2/Cyp27b1/Gch1",3
"GO:2000831","regulation of steroid hormone secretion","3/417","29/28943",0.00821757328171839,0.0717240675085208,0.0557653909151327,"Ren1/Agtr2/Agt",3
"GO:0043405","regulation of MAP kinase activity","8/417","198/28943",0.00826390003025826,0.07178898567462,0.0558158647244936,"Spry1/Ceacam1/Agt/Edn1/Ghr/Fgd4/Adipoq/Fgd2",8
"GO:0098739","import across plasma membrane","8/417","198/28943",0.00826390003025826,0.07178898567462,0.0558158647244936,"Atp1a2/Slc1a5/Slc7a2/Agt/Wnk4/Gfap/Acsl6/Trpv1",8
"GO:0017038","protein import","2/417","10/28943",0.00863247763289704,0.0739285501279973,0.0574793739519441,"Gpihbp1/Chrd",2
"GO:0030853","negative regulation of granulocyte differentiation","2/417","10/28943",0.00863247763289704,0.0739285501279973,0.0574793739519441,"Ceacam1/Adipoq",2
"GO:0033131","regulation of glucokinase activity","2/417","10/28943",0.00863247763289704,0.0739285501279973,0.0574793739519441,"Gckr/Prkn",2
"GO:0110095","cellular detoxification of aldehyde","2/417","10/28943",0.00863247763289704,0.0739285501279973,0.0574793739519441,"Aldh1a1/Aldh1a7",2
"GO:0010463","mesenchymal cell proliferation","4/417","56/28943",0.00865036122841139,0.0739285501279973,0.0574793739519441,"Irs1/Fgfr2/Tbx2/Chrd",4
"GO:0010596","negative regulation of endothelial cell migration","4/417","56/28943",0.00865036122841139,0.0739285501279973,0.0574793739519441,"Angpt4/Cxcl13/Tbxa2r/Vash1",4
"GO:0045777","positive regulation of blood pressure","4/417","56/28943",0.00865036122841139,0.0739285501279973,0.0574793739519441,"Rarres2/Avpr1a/Tbxa2r/Agt",4
"GO:0043010","camera-type eye development","12/417","376/28943",0.00887945233883993,0.075124744141719,0.0584094136039424,"Mertk/Spry1/Slc4a5/Fgfr2/Kera/Cfd/Grk1/Col4a1/Tbx2/Osr2/C3/Aldh1a1",12
"GO:0032612","interleukin-1 production","6/417","123/28943",0.00893665186944861,0.075124744141719,0.0584094136039424,"Ifi207/Ifi205/Tlr8/Ceacam1/Igf1/Lpl",6
"GO:0072088","nephron epithelium morphogenesis","5/417","88/28943",0.00894226885125414,0.075124744141719,0.0584094136039424,"Agtr2/Wnt2b/Agt/Wnk4/Hs3st3b1",5
"GO:0006865","amino acid transport","7/417","161/28943",0.00900503166510364,0.075124744141719,0.0584094136039424,"Slc1a5/Avpr1a/Slc7a2/Agt/Gfap/Trpv1/Slc6a7",7
"GO:0001516","prostaglandin biosynthetic process","3/417","30/28943",0.00903450335832157,0.075124744141719,0.0584094136039424,"Ptgds/Avpr1a/Edn1",3
"GO:0034390","smooth muscle cell apoptotic process","3/417","30/28943",0.00903450335832157,0.075124744141719,0.0584094136039424,"Igf1/Dipk2a/Edn1",3
"GO:0034391","regulation of smooth muscle cell apoptotic process","3/417","30/28943",0.00903450335832157,0.075124744141719,0.0584094136039424,"Igf1/Dipk2a/Edn1",3
"GO:0042744","hydrogen peroxide catabolic process","3/417","30/28943",0.00903450335832157,0.075124744141719,0.0584094136039424,"Prdx6/Cat/Gpx3",3
"GO:0046339","diacylglycerol metabolic process","3/417","30/28943",0.00903450335832157,0.075124744141719,0.0584094136039424,"Pnpla2/Ang3/Plce1",3
"GO:0046457","prostanoid biosynthetic process","3/417","30/28943",0.00903450335832157,0.075124744141719,0.0584094136039424,"Ptgds/Avpr1a/Edn1",3
"GO:0071548","response to dexamethasone","3/417","30/28943",0.00903450335832157,0.075124744141719,0.0584094136039424,"Fibin/Agtr2/Trim63",3
"GO:1903523","negative regulation of blood circulation","3/417","30/28943",0.00903450335832157,0.075124744141719,0.0584094136039424,"Atp1a2/Agtr2/Trpv1",3
"GO:0044060","regulation of endocrine process","4/417","57/28943",0.00919968338045327,0.0758152478585569,0.058946279554737,"Ren1/Agtr2/Cyp27b1/Agt",4
"GO:0051055","negative regulation of lipid biosynthetic process","4/417","57/28943",0.00919968338045327,0.0758152478585569,0.058946279554737,"Ccdc3/Ceacam1/Apoc1/Cyp27b1",4
"GO:0051353","positive regulation of oxidoreductase activity","4/417","57/28943",0.00919968338045327,0.0758152478585569,0.058946279554737,"Agtr2/Cyp27b1/Gch1/Edn1",4
"GO:0061383","trabecula morphogenesis","4/417","57/28943",0.00919968338045327,0.0758152478585569,0.058946279554737,"Slc40a1/Cyp27b1/Mmp2/Adamts1",4
"GO:0031348","negative regulation of defense response","9/417","244/28943",0.00927458579297096,0.076262295651779,0.0592938587678626,"Ifi207/Nr1h3/Pla2g5/Oas1g/Ceacam1/Igf1/Il20rb/Ctla2a/Adipoq",9
"GO:0040014","regulation of multicellular organism growth","5/417","89/28943",0.00936541451874039,0.0768380231181989,0.0597414862984913,"Foxs1/Npy1r/Agt/Stc2/Ghr",5
"GO:0072593","reactive oxygen species metabolic process","9/417","245/28943",0.00950999614771039,0.0778512323222766,0.0605292554435902,"Prdx6/Cat/Agt/Gch1/Mmp8/Mmp3/Gpx3/Edn1/Prkn",9
"GO:0009395","phospholipid catabolic process","4/417","58/28943",0.00977123311824761,0.0790164305802468,0.0614351959264221,"Prdx6/Pla2g5/Apoc1/Gdpd1",4
"GO:0043030","regulation of macrophage activation","4/417","58/28943",0.00977123311824761,0.0790164305802468,0.0614351959264221,"Nr1h3/Pla2g5/Slc7a2/Mmp8",4
"GO:0045071","negative regulation of viral genome replication","4/417","58/28943",0.00977123311824761,0.0790164305802468,0.0614351959264221,"Rnasel/Ifi207/Oas1g/Oas2",4
"GO:0006112","energy reserve metabolic process","5/417","90/28943",0.00980214658877384,0.0790164305802468,0.0614351959264221,"Irs1/Phkg1/Igf1/S100b/Ppp1r2",5
"GO:0006835","dicarboxylic acid transport","5/417","90/28943",0.00980214658877384,0.0790164305802468,0.0614351959264221,"Slc1a5/Avpr1a/Gfap/Trpv1/Slc26a8",5
"GO:0033627","cell adhesion mediated by integrin","5/417","90/28943",0.00980214658877384,0.0790164305802468,0.0614351959264221,"Cxcl13/Itgal/Itga7/Itgbl1/Vtn",5
"GO:0072028","nephron morphogenesis","5/417","90/28943",0.00980214658877384,0.0790164305802468,0.0614351959264221,"Agtr2/Wnt2b/Agt/Wnk4/Hs3st3b1",5
"GO:0035455","response to interferon-alpha","3/417","31/28943",0.009897252575917,0.0790923301088432,0.0614942077341665,"Oas1g/Tgtp1/Ifit3",3
"GO:0036314","response to sterol","3/417","31/28943",0.009897252575917,0.0790923301088432,0.0614942077341665,"Ces1a/Ces1d/Ces1f",3
"GO:0042558","pteridine-containing compound metabolic process","3/417","31/28943",0.009897252575917,0.0790923301088432,0.0614942077341665,"Folh1/Gch1/Pipox",3
"GO:0051923","sulfation","3/417","31/28943",0.009897252575917,0.0790923301088432,0.0614942077341665,"Sult1a1/Sult5a1/Hs3st3b1",3
"GO:0014812","muscle cell migration","6/417","126/28943",0.00999568884238889,0.0795346620821116,0.0618381204019839,"Ppargc1a/Igf1/Agt/Vtn/Adamts1/Adipoq",6
"GO:0034440","lipid oxidation","6/417","126/28943",0.00999568884238889,0.0795346620821116,0.0618381204019839,"Fmo1/Fmo2/Irs1/Ppargc1a/Adipoq/Apod",6
"GO:0010632","regulation of epithelial cell migration","9/417","248/28943",0.0102433537889465,0.080051317067031,0.0622398191371938,"Irs1/Angpt4/Cxcl13/Ceacam1/Igf1/Tbxa2r/Agt/Vash1/Smoc2",9
"GO:0046209","nitric oxide metabolic process","5/417","91/28943",0.0102526655031521,0.080051317067031,0.0622398191371938,"Igf1/Slc7a2/Agt/Mmp8/Trpv1",5
"GO:0046683","response to organophosphorus","5/417","91/28943",0.0102526655031521,0.080051317067031,0.0622398191371938,"Ren1/Cyp27b1/Trpv1/Gpd1/Adipoq",5
"GO:0046888","negative regulation of hormone secretion","5/417","91/28943",0.0102526655031521,0.080051317067031,0.0622398191371938,"Irs1/Npy1r/Edn1/Adipoq/Prkn",5
"GO:0051048","negative regulation of secretion","8/417","206/28943",0.0103453322943359,0.080051317067031,0.0622398191371938,"Irs1/Nr1h3/Agtr2/Npy1r/Wnk4/Edn1/Adipoq/Prkn",8
"GO:0002218","activation of innate immune response","4/417","59/28943",0.010365340484323,0.080051317067031,0.0622398191371938,"Ifi208/Ifi207/Ifi205/Trim30d",4
"GO:0042743","hydrogen peroxide metabolic process","4/417","59/28943",0.010365340484323,0.080051317067031,0.0622398191371938,"Prdx6/Cat/Mmp3/Gpx3",4
"GO:1903793","positive regulation of anion transport","4/417","59/28943",0.010365340484323,0.080051317067031,0.0622398191371938,"Fxyd1/Avpr1a/Agt/Edn1",4
"GO:2000649","regulation of sodium ion transmembrane transporter activity","4/417","59/28943",0.010365340484323,0.080051317067031,0.0622398191371938,"Hecw2/Atp1a2/Fxyd1/Wnk4",4
"GO:0002118","aggressive behavior","2/417","11/28943",0.0104509032573968,0.080051317067031,0.0622398191371938,"Avpr1a/Kirrel3",2
"GO:0034370","triglyceride-rich lipoprotein particle remodeling","2/417","11/28943",0.0104509032573968,0.080051317067031,0.0622398191371938,"Lpl/Gpihbp1",2
"GO:0045924","regulation of female receptivity","2/417","11/28943",0.0104509032573968,0.080051317067031,0.0622398191371938,"Avpr1a/Ppp1r1b",2
"GO:0051006","positive regulation of lipoprotein lipase activity","2/417","11/28943",0.0104509032573968,0.080051317067031,0.0622398191371938,"Nr1h3/Gpihbp1",2
"GO:0070294","renal sodium ion absorption","2/417","11/28943",0.0104509032573968,0.080051317067031,0.0622398191371938,"Wnk4/Edn1",2
"GO:0071372","cellular response to follicle-stimulating hormone stimulus","2/417","11/28943",0.0104509032573968,0.080051317067031,0.0622398191371938,"Ppargc1a/Edn1",2
"GO:0071492","cellular response to UV-A","2/417","11/28943",0.0104509032573968,0.080051317067031,0.0622398191371938,"Mmp2/Mmp3",2
"GO:0097278","complement-dependent cytotoxicity","2/417","11/28943",0.0104509032573968,0.080051317067031,0.0622398191371938,"Cd55/C3",2
"GO:1903299","regulation of hexokinase activity","2/417","11/28943",0.0104509032573968,0.080051317067031,0.0622398191371938,"Gckr/Prkn",2
"GO:0032412","regulation of ion transmembrane transporter activity","10/417","293/28943",0.0105035502691738,0.0802880074405583,0.0624238456664203,"Hecw2/Atp1a2/Kcnab1/Ppargc1a/Shank1/Fxyd1/Stim1/Wnk4/Edn1/Dapk1",10
"GO:0032496","response to lipopolysaccharide","12/417","386/28943",0.0107737409917128,0.0812563013485764,0.0631766932136534,"Cd55/Nr1h3/Gbp6/Cxcl13/Adm/Trim30d/Cyp27b1/Tbxa2r/Irf8/Gch1/Plscr2/Wfdc21",12
"GO:0001945","lymph vessel development","3/417","32/28943",0.0108062957643963,0.0812563013485764,0.0631766932136534,"Svep1/Vash1/Tmem204",3
"GO:0010259","multicellular organism aging","3/417","32/28943",0.0108062957643963,0.0812563013485764,0.0631766932136534,"Avpr1a/Comp/Edn1",3
"GO:0019433","triglyceride catabolic process","3/417","32/28943",0.0108062957643963,0.0812563013485764,0.0631766932136534,"Pnpla2/Lpl/Gpihbp1",3
"GO:0048011","neurotrophin TRK receptor signaling pathway","3/417","32/28943",0.0108062957643963,0.0812563013485764,0.0631766932136534,"Agtr2/Spry1/Agt",3
"GO:0072574","hepatocyte proliferation","3/417","32/28943",0.0108062957643963,0.0812563013485764,0.0631766932136534,"Ceacam1/Fgl1/Lims2",3
"GO:0072575","epithelial cell proliferation involved in liver morphogenesis","3/417","32/28943",0.0108062957643963,0.0812563013485764,0.0631766932136534,"Ceacam1/Fgl1/Lims2",3
"GO:1904752","regulation of vascular associated smooth muscle cell migration","3/417","32/28943",0.0108062957643963,0.0812563013485764,0.0631766932136534,"Agt/Adamts1/Adipoq",3
"GO:0031641","regulation of myelination","4/417","60/28943",0.0109823250595404,0.0817678937026802,0.0635744557584561,"Tenm4/Igf1/S100b/Tg",4
"GO:0046717","acid secretion","4/417","60/28943",0.0109823250595404,0.0817678937026802,0.0635744557584561,"Ces1a/Ces1d/Ces1f/Trpv1",4
"GO:0051591","response to cAMP","4/417","60/28943",0.0109823250595404,0.0817678937026802,0.0635744557584561,"Ren1/Cyp27b1/Gpd1/Adipoq",4
"GO:0071715","icosanoid transport","4/417","60/28943",0.0109823250595404,0.0817678937026802,0.0635744557584561,"Agtr2/Pla2g5/Slco2b1/Edn1",4
